obs,elapsed,date,treatment,crop,row,unique_id,KEEP,time,averaging,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,Q,f_red,f_blue,f_farred,F,Q_modavg,F_dc,Pc,Tled,TDigital,TPreamp,TPwrSpy,TDrive,Q_red,Q_blue,Q_farred,TSPF,state,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,ΔCO2:MN,ΔCO2:SLP,ΔCO2:SD,ΔCO2:OK,FLUOR.FlrLS:MN,FLUOR.FlrLS:SLP,FLUOR.FlrLS:SD,FLUOR.FlrLS:OK,ΔH2O:MN,ΔH2O:SLP,ΔH2O:SD,ΔH2O:OK,Stable,Total,State,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
119,19410.9,10/16/24,p,radicchio,eight,pd8,y,14:12:21,none,0.000593779,0.593778621,1.568314522,418.283,392.6971695,39.82448629,42.41921484,0.115224483,2.95692935,0.112786952,0.070706552,8.884120679,13.99549312,13.7086,1.574205403,64.86435794,1.047207982,1.614458256,0.526997421,-26.18563717,61.99609491,3.957676474,48.6522549,7,1,1,0,56115.05985,50.074,42.52449693,0.849233074,0.177419832,6,0.5,0: Broadleaf,2,1729019541,418.283,420.1,10.3262,9.73845,417.862,10.3719,599.895,101.328,0.0847154,14.0975,13.7086,999.9,0,0,10023.8,0,0.00137604,50.074,0.692263,0.307737,0,1.7072,0,3936.59,372.974,30.25,35.187,33,34.687,31.062,34.66,15.41,0,1729019522,0,1729019494,14:11:34,1729019491,1729019494,120,-0.039,0.002,0.421,-0.046,420,10,0.48,0.11,-1.72146575,-0.014630432,0.075875429,1,0.5816489,0.083479272,0.009989371,1,2,2,2-Feb,100,100,0.421,-0.0457,0.420619048,0,0,0,-0.045657,0,0,0,-1,-1,-1,-1,0.8,0.8,1.0376,2.52197,1.54785,2.33887,1.54785,2.24976,25.0613,13.4053,18,574.239,478.462,12.0035,17.1159,30.0006,17.2995,17.2875,20.7226,26.9534,49.858,12,420,9.68985,102.914,103.066,,,,
120,19501.9,10/16/24,p,radicchio,eight,pd8,y,14:13:52,none,0.000553107,0.553107116,-0.614515536,420.368,426.1757913,43.22019375,42.63120237,0.10659477,2.95246154,0.104502019,0.065498365,0,13.97518611,13.7462,1.57805825,64.83736409,1.048245578,1.616730712,0.529812672,-24.39202383,59.37156874,3.797045501,38.77659041,8,1,1,0,55974.63157,0,0,0,0,6,0.5,0: Broadleaf,2,1729019632,420.368,419.986,10.3363,9.78892,419.993,10.3811,600.011,101.331,0.0830048,14.1192,13.7462,999.9,0,0,9998.12,0,0.00133782,0,0,0,0,-15.71,0,1132.05,11.43,29.875,35.312,32.75,35.062,30.937,0,0,0,1729019613,0,1729019597,14:13:16,1729019597,1729019593,121,-0.046,0.001,0.375,-0.045,420,10,0.59,0.14,0.23069689,0.064397113,0.099599239,1,0.550308875,0.069224206,0.014018951,1,2,2,2-Feb,100,100,0.375,-0.0448,0.375142857,0,0,0,-0.0448345,0,0,0,-1,-1,-1,-1,0.6,0.7,1.0376,2.52563,1.54785,2.33887,1.54785,2.26074,24.9592,13.3965,18,573.677,477.757,11.9998,17.2869,30.0009,17.4034,17.3776,20.7258,27.2181,50.7241,12,420,9.76051,102.885,103.031,,,,
121,19932.5,10/16/24,p,radicchio,eight,pd8.2,y,14:21:02,none,0.001135833,1.135833465,12.01431978,407.638,290.0259161,29.41640578,41.3454252,0.173543788,2.952526126,0.168069537,0.105520916,283.866426,16.38984267,15.7265,1.793069094,65.25171589,1.117449681,1.712521526,0.675619413,-50.09025582,-113.986355,-7.399701888,112.3901133,5,1,1,0,55803.61487,1599.84,1358.649,0.849240549,0.17743426,6,0.5,0: Broadleaf,2,1729020063,407.638,420.113,11.0173,9.89419,407.051,11.0656,600.112,101.341,0.0858179,15.0104,15.7265,999.9,0,0,9997.5,0,0.00143338,1599.84,0.691983,0.308018,0,1.1499,0,13662.4,11915.1,33,34.812,34.562,29.062,31.875,1107.06,492.78,0,1729020044,0,1729020014,14:20:13,1729020013,1729020014,122,0.212,-0.003,0.588,-0.048,420,10,0.18,0.05,-12.37028049,0.095544251,0.070903955,1,1.13029878,0.023471498,0.007842609,1,2,2,2-Feb,100,100,0.587,-0.0483,0.5875,0,0,0,-0.048326,0,0,0,-1,-1,-1,-1,0.8,0.8,1.03638,2.51221,1.54785,2.34009,1.54785,2.29004,23.8805,13.2127,18,577.537,480.838,11.9996,17.475,29.9999,17.5896,17.5577,20.7264,26.9126,53.8124,12,420,9.86023,102.894,103.069,,,,
122,20030,10/16/24,p,radicchio,eight,pd8.2,y,14:22:40,none,0.001108918,1.108917755,11.75046183,407.816,292.5984301,29.67645271,41.36225964,0.173256301,2.957437226,0.167808619,0.105355571,248.44275,16.18378727,15.5702,1.775209998,65.09021736,1.114526156,1.71227905,0.660683843,-48.90327299,-89.60604193,-5.802544748,104.1308903,5,1,1,0,55953.32235,1400.22,1189.1214,0.849238977,0.177431225,6,0.5,0: Broadleaf,2,1729020160,407.816,420.014,10.9888,9.89249,407.225,11.0331,600.231,101.339,0.0848275,15.0082,15.5702,999.9,0,0,10025.6,0,0.00143338,1400.22,0.692036,0.307964,0,1.541,0,12480.9,10428.6,33.312,35.062,34.875,29.375,32.187,969,431.22,0,1729020142,0,1729020115,14:21:55,1729020115,1729020113,123,0.004,0.004,0.591,-0.044,420,10,0.13,0.08,-12.1359625,0.017875047,0.112444225,1,1.10074475,0.074887542,0.010919139,1,2,2,2-Feb,100,100,0.591,-0.0443,0.5909,0,0,0,-0.044252,0,0,0,-1,-1,-1,-1,0.8,0.8,1.03638,2.52197,1.54785,2.34009,1.54785,2.24976,23.6372,13.1689,18,577.685,481.469,11.9997,17.458,30.0001,17.5836,17.5562,20.7205,27.423,54.9967,12,420,9.88588,102.901,103.073,,,,
123,20151.5,10/16/24,p,radicchio,eight,pd8.2,y,14:24:41,none,0.001022525,1.022524692,11.3799643,408.099,291.3329789,29.54625131,41.38836482,0.165113222,2.946764271,0.16014034,0.10052203,212.953935,15.88428813,15.2994,1.74463756,65.08784696,1.1061704,1.69950375,0.638467161,-45.0933389,-64.73787682,-4.198890838,98.92382844,4,1,1,0,55651.35709,1200.21,1019.2647,0.849238633,0.177430562,6,0.5,0: Broadleaf,2,1729020282,408.099,419.896,10.9071,9.89575,407.543,10.9519,600.013,101.333,0.084462,14.8919,15.2994,999.9,0,0,9965.62,0,0.00133782,1200.21,0.692043,0.307957,0,0.9432,0,11336.8,8939,33.312,35.187,35.125,29.5,32.312,830.6,369.61,0,1729020263,0,1729020211,14:23:30,1729020210,1729020211,124,-0.035,-0.001,0.556,-0.045,420,10,0.12,0.07,-11.87826585,-0.024572822,0.065887245,1,1.011558537,-0.026839443,0.003421053,1,2,2,2-Feb,100,100,0.556,-0.0448,0.556238095,0,0,0,-0.044754,0,0,0,-1,-1,-1,-1,1.2,1.2,1.03638,2.52319,1.54785,2.33887,1.54785,2.1582,23.3538,13.1164,18,577.94,482.779,12.0009,17.4058,29.9999,17.5457,17.5192,20.727,27.4136,56.5259,12,420,9.87,102.909,103.084,,,,
124,20247.5,10/16/24,p,radicchio,eight,pd8.2,y,14:26:17,none,0.000982446,0.982445882,11.3102961,408.345,292.9389641,29.70832006,41.41218971,0.16588919,2.954870607,0.160883543,0.10098937,177.452931,15.51669578,14.9879,1.71004308,65.38184067,1.099325314,1.681392421,0.610717766,-43.32586341,-41.76924244,-2.69500086,89.66282429,5,1,1,0,55929.91708,1000.12,849.3411,0.849239191,0.177431639,6,0.5,0: Broadleaf,2,1729020378,408.345,420.057,10.8399,9.86806,407.834,10.8848,599.973,101.33,0.0847099,14.7257,14.9879,999.9,0,0,10011.9,0,0.00143338,1000.12,0.692025,0.307975,0,1.6216,0,10325.6,7448.69,32.812,34.875,35,27.875,31.687,692.11,308.01,0,1729020359,0,1729020337,14:25:36,1729020337,1729020330,125,-0.045,0,0.512,-0.045,420,10,0.26,0.09,-11.60654634,0.069405575,0.055210012,1,0.989596244,0.020383108,0.010378569,1,2,2,2-Feb,100,100,0.511,-0.0449,0.511809524,0,0,0,-0.044869,0,0,0,-1,-1,-1,-1,0.7,0.8,1.03638,2.51465,1.54785,2.33887,1.54785,2.22534,23.1111,13.0901,18,577.087,483.381,11.9987,17.344,29.9997,17.5001,17.4747,20.7138,27.69,57.8254,12,420,9.84636,102.917,103.091,,,,
125,20343.5,10/16/24,p,radicchio,eight,pd8.2,y,14:27:53,none,0.000963148,0.963148022,10.85188497,408.818,300.7235108,30.50168014,41.46545057,0.170214176,2.956258644,0.164950967,0.103553676,141.9543728,15.07879432,14.6041,1.668248951,65.45220969,1.084048621,1.656244497,0.58420033,-42.47482776,-17.81843983,-1.145434952,80.51567028,5,1,1,0,56017.83693,800.035,679.4225538,0.849241038,0.177435203,6,0.5,0: Broadleaf,2,1729020474,408.818,420.063,10.6879,9.7351,408.33,10.7307,600.034,101.34,0.0876538,14.4923,14.6041,999.9,0,0,10018.8,0,0.00143338,800.035,0.691965,0.308035,0,2.2518,0,9295.13,5958.37,31.937,34.125,34.375,26.5,30.812,553.6,246.44,0,1729020455,0,1729020435,14:27:15,1729020435,1729020429,126,-0.024,0.002,0.488,-0.043,420,10,0.37,0.17,-11.1643,0.010998606,0.11433074,1,0.968704512,-0.063786585,0.009298478,1,2,2,2-Feb,100,100,0.488,-0.0428,0.4883,0,0,0,-0.042764,0,0,0,-1,-1,-1,-1,0.6,0.7,1.03638,2.50244,1.54785,2.33887,1.54785,2.25098,22.8284,13.0551,18,577.21,484.202,11.9999,17.2299,29.9997,17.4129,17.3894,20.7127,28.4617,58.4395,12,420,9.68874,102.937,103.108,,,,
126,20439.5,10/16/24,p,radicchio,eight,pd8.2,y,14:29:29,none,0.000885205,0.885204781,10.03609515,409.587,305.6860008,31.00799537,41.54744334,0.163614424,2.954726153,0.158742716,0.099639818,106.4446688,14.67145575,14.2462,1.630086807,65.64413948,1.071970233,1.633002186,0.558116574,-39.03753083,4.396547419,0.281923451,72.08560886,5,1,1,0,56013.88161,599.905,509.4641538,0.849241386,0.177435875,6,0.5,0: Broadleaf,2,1729020570,409.587,419.984,10.5678,9.69209,409.04,10.6161,600.096,101.347,0.0904073,14.2738,14.2462,999.9,0,0,10009.4,0,0.00125182,599.905,0.691952,0.308048,0,1.3822,0,8345.76,4467.85,30.875,33.437,33.687,25.125,29.875,415.11,184.8,0,1729020551,0,1729020526,14:28:46,1729020522,1729020526,127,0.059,-0.006,0.547,-0.048,420,10,0.25,0.1,-10.38769024,-0.011583972,0.117638711,1,0.884506854,-0.016815972,0.004187484,1,2,2,2-Feb,100,100,0.547,-0.0483,0.5473,0,0,0,-0.048303,0,0,0,-1,-1,-1,-1,0.8,0.7,1.03638,2.50854,1.54785,2.33887,1.54785,2.22046,22.5661,13.02,18,577.343,485.014,11.9976,17.1097,29.9996,17.3123,17.293,20.7083,29.0144,59.2068,12,420,9.59929,102.947,103.123,,,,
127,20551.5,10/16/24,p,radicchio,eight,pd8.2,y,14:31:21,none,0.00084912,0.849119678,8.797689222,410.88,319.2567355,32.38460696,41.67864238,0.163217726,2.953721154,0.158367639,0.09940353,70.97693144,14.20580473,13.8578,1.589542696,65.58754237,1.052748866,1.605104915,0.536793829,-37.44617781,23.90207633,1.527981828,58.96081178,6,1,1,0,56035.25214,400.001,339.6986492,0.8492445,0.177441885,6,0.5,0: Broadleaf,2,1729020682,410.88,420.029,10.3783,9.53777,410.316,10.4279,599.841,101.353,0.0845058,14.0079,13.8578,999.9,0,0,10003.1,0,0.00133782,400.001,0.691859,0.308141,0,2.1325,0,7326.79,2978.95,29.5,32.562,32.5,24.562,28.687,276.74,123.26,0,1729020663,0,1729020638,14:30:38,1729020632,1729020638,128,0.017,-0.001,0.564,-0.05,420,10,0.26,0.1,-9.115930976,-0.085996725,0.065188919,1,0.854174415,-0.075001359,0.00941984,1,2,2,2-Feb,100,100,0.564,-0.0496,0.5642,0,0,0,-0.0496455,0,0,0,-1,-1,-1,-1,0.8,0.7,1.03516,2.50732,1.54785,2.34009,1.54785,2.26929,22.2638,12.9763,18,576.346,486.385,11.999,16.944,29.9996,17.1711,17.1557,20.6993,29.3564,60.0812,12,420,9.48864,102.966,103.144,,,,
128,20657.5,10/16/24,p,radicchio,eight,pd8.2,y,14:33:07,none,0.000814198,0.814197746,5.591199212,414.048,353.2939695,35.84013651,42.00336866,0.15946651,2.948796849,0.154825899,0.097171878,35.49017651,13.94724108,13.6803,1.571310978,65.33281318,1.044707597,1.599054971,0.526603381,-35.90612058,42.82800932,2.739049747,45.151115,6,1,1,0,55896.63743,200.036,169.8770954,0.849232615,0.177418947,6,0.5,0: Broadleaf,2,1729020788,414.048,419.976,10.2982,9.49243,413.473,10.3501,600.032,101.361,0.0846504,13.9497,13.6803,999.9,0,0,9974.38,0,0.00142382,200.036,0.692239,0.307761,0,1.8197,0,6123.62,1489.94,28.75,32.562,31.875,25.875,28.375,138.47,61.56,0,1729020769,0,1729020741,14:32:21,1729020737,1729020741,129,0.011,-0.002,0.575,-0.052,420,9,0.47,0.09,-5.861326585,-0.066031986,0.07520786,1,0.814241463,-0.051049171,0.005160173,1,2,2,2-Feb,100,100,0.575,-0.0519,0.5748,0,0,0,-0.051886,0,0,0,-1,-1,-1,-1,0.8,0.8,1.03516,2.50732,1.54785,2.34009,1.54785,2.27417,22.0223,12.9325,18,576.306,487.071,11.9998,16.8354,29.9998,17.0568,17.0448,20.697,29.6604,60.582,12,420,9.43899,102.978,103.159,,,,
129,20802.5,10/16/24,p,radicchio,eight,pd8.2,y,14:35:32,none,0.000802288,0.802287859,3.091431549,416.534,380.85049,38.63448928,42.25431969,0.156808207,2.95745118,0.152331413,0.095598709,17.7486983,13.85425163,13.6454,1.567747972,65.02412726,1.040345267,1.599937302,0.527402705,-35.3808946,49.87349139,3.17986837,35.42116346,6,1,1,0,56158.9221,100.015,84.93814627,0.849254075,0.177460364,6,0.5,0: Broadleaf,2,1729020933,416.534,419.96,10.2555,9.46135,416.042,10.3082,599.932,101.358,0.0846666,13.9582,13.6454,999.9,0,0,10023.8,0,0.00143338,100.015,0.691499,0.308501,0,1.5009,0,5541.38,744.748,28.062,32.875,31.5,26.75,28.187,69.16,30.85,0,1729020914,0,1729020841,14:34:01,1729020841,1729020836,130,-0.083,-0.001,0.492,-0.053,420,9,0.38,0.08,-3.402912927,0.013622927,0.084495413,1,0.792387073,0.016387338,0.001835753,1,2,2,2-Feb,100,100,0.492,-0.0527,0.49185,0,0,0,-0.052721,0,0,0,-1,-1,-1,-1,1.5,1.6,1.03516,2.50244,1.54785,2.33765,1.54785,2.25586,21.7809,12.8537,18,575.961,488.575,11.9998,16.7958,30.0001,16.9838,16.9708,20.6884,29.7547,61.5115,12,420,9.4529,102.986,103.165,,,,
130,20893,10/16/24,p,radicchio,eight,pd8.2,y,14:37:03,none,0.000757619,0.757618693,1.072034226,418.42,403.6216995,40.94596987,42.44720424,0.15325583,2.958681597,0.148978321,0.093485824,8.869006965,13.65945848,13.4529,1.54822265,65.58696949,1.038902476,1.584007439,0.509320175,-33.41098436,56.01936493,3.563768084,35.04115562,7,1,1,0,56226.74022,49.9981,42.45918649,0.849216,0.17738688,6,0.5,0: Broadleaf,2,1729021023,418.42,419.809,10.2409,9.49106,417.924,10.2915,600.016,101.36,0.0864037,13.8041,13.4529,999.9,0,0,10030.6,0,0.00133782,49.9981,0.692831,0.307169,0,1.3475,0,5243.6,372.484,27.375,32.562,31,26,27.562,34.64,15.36,0,1729021005,0,1729020985,14:36:24,1729020979,1729020985,131,0.004,0.002,0.496,-0.051,420,9,0.38,0.13,-1.570995366,-0.018847735,0.056913647,1,0.753664707,0.022335178,0.00634279,1,2,2,2-Feb,100,100,0.496,-0.0506,0.496,0,0,0,-0.050570952,0,0,0,-1,-1,-1,-1,0.7,0.6,1.03516,2.51953,1.54785,2.34009,1.54785,2.24854,21.6401,12.8011,18,574.956,488.798,11.9987,16.7634,29.9999,16.9453,16.9265,20.6889,29.6122,62.5451,12,420,9.43832,102.986,103.167,,,,
131,20985.5,10/16/24,p,radicchio,eight,pd8.2,y,14:38:35,none,0.000749368,0.749368315,-0.572931726,420.279,423.0632006,42.91649604,42.63406037,0.151248808,2.953579326,0.147073974,0.092286728,0,13.51530438,13.3397,1.536840873,65.20016051,1.026504585,1.574389659,0.510336288,-33.04714268,59.02780975,3.757571125,29.7382382,7,1,1,0,56089.15596,0,0,0,0,6,0.5,0: Broadleaf,2,1729021116,420.279,420.021,10.1191,9.37728,419.747,10.1729,599.972,101.357,0.0852809,13.7104,13.3397,999.9,0,0,10001.9,0,0.00143338,0,0,0,0,-1.2,0,4978.89,23.19,26.75,32.25,30.5,25.937,27,0,0,0,1729021097,0,1729021073,14:37:52,1729021067,1729021073,132,0.036,-0.003,0.532,-0.054,420,9,0.54,0.11,0.230072763,-0.07382373,0.074653764,1,0.744735854,0.085821868,0.013174255,1,2,2,2-Feb,100,100,0.532,-0.0538,0.53225,0,0,0,-0.053862,0,0,0,-1,-1,-1,-1,0.8,0.7,1.03394,2.50854,1.54785,2.34009,1.54785,2.19482,21.5196,12.7486,18,575.3,489.493,12.0001,16.7004,29.9998,16.8857,16.8667,20.6717,30.1271,62.6938,12,420,9.37423,102.997,103.178,,,,
132,21680.9,10/16/24,c,radicchio,west,cdw.3,y,14:50:11,none,0.001317123,1.31712343,15.57443764,403.918,275.6197482,27.96275366,40.97913741,0.206436809,2.952733598,0.198740782,0.124880542,283.880352,16.07478731,15.3611,1.7515623,64.67481953,1.088602499,1.683193718,0.662959801,-58.08514328,-98.50539437,-6.373218164,120.9165962,12,2,1,0,55862.61708,1599.92,1358.7168,0.849240462,0.177434092,6,0.5,0: Broadleaf,2,1729021811,403.918,420.019,10.73,9.42745,403.444,10.7838,600.203,101.372,0.0821006,14.7423,15.3611,999.9,0,0,9995.62,0,0.00133782,1599.92,0.691986,0.308014,0,0.9126,0,11739.7,11915.8,31.187,34.437,32.687,32.062,30.875,1107.12,492.8,0,1729021792,0,1729021775,14:49:34,1729021775,1729021770,133,-0.058,0,0.475,-0.054,420,9,0.13,0.09,-16.04840488,0.042240418,0.115349875,1,1.321823171,-0.019383763,0.011419567,1,2,2,2-Feb,100,100,0.474,-0.0538,0.4745,0,0,0,-0.0537675,0,0,0,-1,-1,-1,-1,0.6,0.7,1.02905,2.50977,1.54785,2.34253,1.54785,2.21558,21.9217,14.9814,18,569.494,490.257,12.0007,16.5999,30,16.6875,16.6481,20.5651,41.6592,66.741,12,420,9.36228,103.01,103.192,,,,
133,21773.4,10/16/24,c,radicchio,west,cdw.3,y,14:51:43,none,0.001206743,1.206742757,15.17087283,404.47,272.7114629,27.6663307,41.03311485,0.195114087,2.955848358,0.188230965,0.118242545,248.375577,15.90853743,15.2121,1.734880761,64.9036182,1.093560358,1.684898914,0.641320403,-53.21735559,-72.36342187,-4.673672237,118.1211273,12,2,1,0,55954.23875,1399.81,1188.7761,0.84924104,0.177435207,6,0.5,0: Broadleaf,2,1729021904,404.47,420.131,10.7794,9.58551,403.993,10.8327,599.922,101.367,0.0820935,14.758,15.2121,999.9,0,0,10013.8,0,0.00143338,1399.81,0.691967,0.308033,0,0.9857,0,10549.7,10425.3,32.062,35.062,33.562,32.937,31.687,968.62,431.19,0,1729021885,0,1729021864,14:51:03,1729021864,1729021864,134,0.002,0,0.476,-0.053,420,10,0.15,0.08,-15.5234525,0.088929456,0.079846453,1,1.1961475,-0.083307467,0.009824827,1,2,2,2-Feb,100,100,0.477,-0.0533,0.4762,0,0,0,-0.0533195,0,0,0,-1,-1,-1,-1,0.7,0.7,1.02783,2.49146,1.54785,2.34497,1.54785,2.26929,22.2638,14.9201,18,569.313,489.408,11.9998,16.588,30.0001,16.6646,16.622,20.536,42.6789,65.9876,12,420,9.51321,103.01,103.191,,,,
134,21864.4,10/16/24,c,radicchio,west,cdw.3,y,14:53:14,none,0.001101632,1.101632344,14.38890707,405.185,272.0543535,27.59906903,41.10475954,0.182614244,2.956253327,0.176570896,0.11088312,212.919261,15.74629869,15.08,1.72020818,64.96996409,1.096062671,1.687029825,0.624145508,-48.58198639,-48.19576488,-3.110526313,113.0309834,12,2,1,0,55962.73234,1200,1019.0877,0.84923975,0.177432718,6,0.5,0: Broadleaf,2,1729021995,405.185,420.02,10.8043,9.71459,404.736,10.8517,600.011,101.366,0.0808935,14.7776,15.08,999.9,0,0,10016.2,0,0.00133782,1200,0.692005,0.307995,0,1.1605,0,9306.66,8937.29,32.687,35.75,34.375,33.75,32.375,830.41,369.59,0,1729021976,0,1729021965,14:52:45,1729021958,1729021965,135,-0.027,0.006,0.449,-0.047,420,10,0.16,0.06,-14.851765,-0.041347092,0.09059924,1,1.110536975,0.067082916,0.037029307,1,2,2,2-Feb,100,100,0.449,-0.0474,0.44895,0,0,0,-0.0473885,0,0,0,-1,-1,-1,-1,0.6,0.5,1.02661,2.4939,1.54785,2.34375,1.54785,2.23022,22.5863,14.8763,18,568.685,487.854,12.0005,16.575,30.0002,16.6417,16.598,20.5212,43.862,64.8601,12,420,9.62804,103.015,103.195,,,,
135,21984.4,10/16/24,c,radicchio,west,cdw.3,y,14:55:14,none,0.001045153,1.045152877,14.52145824,405.956,277.2354352,28.12626106,41.18529952,0.177427136,2.954368641,0.171712937,0.107818654,177.391563,15.57771109,14.9427,1.70507368,64.86425917,1.096094099,1.689827515,0.608979581,-46.09124189,-22.20306355,-1.433052996,107.6642046,12,2,1,0,55900.49299,999.75,849.0291,0.84924141,0.177435922,6,0.5,0: Broadleaf,2,1729022115,405.956,419.902,10.804,9.77012,405.501,10.8503,599.989,101.371,0.0816193,14.8033,14.9427,999.9,0,0,10005,0,0.0011467,999.75,0.691954,0.308046,0,1.376,0,8126.98,7445.75,33.375,36.625,35.25,34.812,33.125,691.78,307.97,0,1729022096,0,1729022070,14:54:30,1729022064,1729022070,136,0.006,0.001,0.455,-0.046,420,10,0.16,0.07,-14.0302525,0.092792871,0.088934074,1,1.0098617,-0.097011962,0.012558082,1,2,2,2-Feb,100,100,0.455,-0.0463,0.45545,0,0,0,-0.0462505,0,0,0,-1,-1,-1,-1,0.8,0.7,1.02539,2.4939,1.54785,2.34253,1.54785,2.26562,22.9899,14.8413,18,569.408,486.288,12.0009,16.5673,30.0001,16.6209,16.5765,20.5002,45.0926,63.3434,12,420,9.73489,103.017,103.196,,,,
136,22091.4,10/16/24,c,radicchio,west,cdw.3,y,14:57:01,none,0.000967878,0.967877957,13.59807335,406.985,281.6537257,28.57345091,41.28816648,0.169579404,2.955725158,0.164353817,0.10317722,141.9137426,15.35962007,14.7545,1.684518644,64.93567944,1.095272386,1.686703512,0.589246258,-42.68341792,3.202916,0.206397572,102.6396382,12,2,1,0,55947.26103,799.809,679.2303508,0.849240695,0.177434541,6,0.5,0: Broadleaf,2,1729022222,406.985,419.969,10.7963,9.83946,406.534,10.8398,600.369,101.367,0.0818654,14.7746,14.7545,999.9,0,0,10013.1,0,0.00152894,799.809,0.691976,0.308024,0,1.678,0,7021.96,5956.72,33.687,37.312,35.875,35.437,33.562,553.45,246.36,0,1729022203,0,1729022167,14:56:07,1729022167,1729022166,137,-0.004,0.003,0.451,-0.043,420,10,0.1,0.06,-13.1599075,-0.0170803,0.129756213,1,0.918215925,0.089340079,0.020222458,1,2,2,2-Feb,100,100,0.451,-0.0435,0.45135,0,0,0,-0.0434955,0,0,0,-1,-1,-1,-1,0.9,0.9,1.02417,2.50366,1.54785,2.34253,1.54785,2.27539,23.3133,14.8062,18,569.857,484.44,12,16.5925,30.0001,16.6339,16.5869,20.4749,45.7899,61.4641,12,420,9.82985,103.007,103.185,,,,
137,22204.9,10/16/24,c,radicchio,west,cdw.3,y,14:58:55,none,0.000819092,0.819092323,11.49920605,408.208,278.7069034,28.2735272,41.4108149,0.149040556,2.950484642,0.14498085,0.090968569,106.4572958,15.09908307,14.5085,1.657979244,65.15921765,1.092617445,1.676842485,0.5653618,-36.12197144,27.86845571,1.795890159,99.99967028,12,2,1,0,55805.38356,599.995,509.5388538,0.8492385,0.177430305,6,0.5,0: Broadleaf,2,1729022335,408.208,420.042,10.7705,9.9602,407.736,10.8125,599.978,101.363,0.0823781,14.6837,14.5085,999.9,0,0,9983.75,0,0.00143338,599.995,0.692052,0.307948,0,1.4052,0,5948.72,4468.69,33.812,37.687,36.25,35.812,33.687,415.23,184.77,0,1729022317,0,1729022276,14:57:55,1729022276,1729022273,138,0.02,0.001,0.471,-0.042,420,10,0.18,0.12,-11.80082683,-0.041067596,0.070589165,1,0.818994707,-0.070423819,0.007392571,1,2,2,2-Feb,100,100,0.472,-0.042,0.47147619,0,0,0,-0.042031,0,0,0,-1,-1,-1,-1,1,1,1.02417,2.5,1.54785,2.34375,1.54785,2.28271,23.5562,14.78,18,569.351,483.237,12.0004,16.5851,30,16.6238,16.5736,20.4703,46.0238,59.181,12,420,9.89707,103.012,103.185,,,,
138,22330.9,10/16/24,c,radicchio,west,cdw.3,y,15:01:01,none,0.000738827,0.738826773,9.308984367,410.177,296.7212813,30.09947196,41.608445,0.137947805,2.960843165,0.134474173,0.084351165,70.96534669,14.8476447,14.3038,1.636176274,65.04362584,1.086323313,1.670145689,0.549852962,-32.58226071,50.7447801,3.254108578,92.38197466,12,2,1,0,56132.75166,399.947,339.6517523,0.849241905,0.177436877,6,0.5,0: Broadleaf,2,1729022461,410.177,419.787,10.709,9.97824,409.69,10.7489,600.127,101.358,0.0822197,14.6217,14.3038,999.9,0,0,10043.1,0,0.00152894,399.947,0.691941,0.308059,0,1.8735,0,4919.62,2978.64,33.812,38.062,36.5,36.312,33.812,276.74,123.21,0,1729022443,0,1729022389,14:59:49,1729022384,1729022389,139,0.015,0.002,0.486,-0.04,420,10,0.16,0.13,-9.845710976,-0.057518049,0.137057148,1,0.743822098,-0.046812753,0.004927132,1,2,2,2-Feb,100,100,0.487,-0.0399,0.486333333,0,0,0,-0.039906667,0,0,0,-1,-1,-1,-1,1.3,1.2,1.02417,2.50732,1.54785,2.34375,1.54785,2.19604,23.8197,14.7362,18,569.589,481.798,11.9999,16.5673,30.0001,16.609,16.5602,20.466,46.7771,56.1561,12,420,9.92175,103.014,103.188,,,,
