obs,elapsed,date,treatment,crop,row,unique_id,KEEP,time,averaging,E,Emm,A,Ca,Ci,Pci,Pca,gsw,gbw,gtw,gtc,Rabs,TleafEB,TleafCnd,SVPleaf,RHcham,VPcham,SVPcham,VPDleaf,LatHFlux,SenHFlux,NetTherm,EBSum,Leak,LeakPct,CorrFact,CorrFactPct,Fan,Qin,Qabs,alpha,convert,S,K,Geometry,Custom,TIME,CO2_s,CO2_r,H2O_s,H2O_r,CO2_a,H2O_a,Flow,Pa,ΔPcham,Tair,Tleaf,Tleaf2,Offset,Offset2,Fan_speed,Qamb_in,Qamb_out,ΔCO2,CO2_s_d,CO2_r_d,ΔH2O,CO2_b,H2O_b,e_s,e_r,Td_s,Td_r,Q,f_red,f_blue,Tled,Pc,time,hhmmss,co2_t,h2o_t,count,co2_adj,h2o_adj,co2_match,h2o_match,co2_at,h2o_at,co2_cv,h2o_cv,gsw:MN,gsw:SLP,gsw:SD,gsw:OK,Stable,Total,State,Vflow,VPchamber,abs_c_a,abs_c_b,abs_h_a,abs_h_b,Wc_s,Wc_r,Wco_s,Wco_r,Ww_s,Ww_r,Wwo_s,Wwo_r,Flow_s_v,Flow_r_v,Tleaf_mv,Tleaf2_mv,Tleaf_j,Tleaf2_j,Console_RH,Console_T,Console_H2O,Fan_%,Flow_%,Pump,Tchp_pwm,Txchg_pwm,diag_20v,diag_5_4v,diag_12v,diag_5va,diag_3_3vf,AccCO2_soda,AccH2O_des,AccH2O_hum,CO2_hrs,ADC_CH1,ADC_CH2,ADC_CH3,ADC_CH4,ADC_CH5,ADC_CH6,ADC_CH7,ADC_CH8,DAC_1,DAC_2,DAC_3,DAC_4,GPIO,GPIO_dir,excit_5v,power_12v,power_5v,ch1_pullup,AuxPower,MatchValveR,MatchValveS,MatchCO2,MatchH2O,cf_co2_a,cf_co2_b,cf_co2_c,cf_co2_d,cf_h2o_a,cf_h2o_b,cf_h2o_c,cf_h2o_d,co2_fit_low,co2_fit_high,h2o_fit_low,h2o_fit_high,co2_elapsed,h2o_elapsed,CO2_f,CO2_f_s,Pump_f,Pump_f_s,Pump_p,Pump_p_s,Tboard,V_system,DIAG,Flow_s,Flow_r,Txchg,Tirga,Tchopper,Ts,Tr,CO2_%,Desiccant_%,Humidifier_%,Txchg_sp,CO2_r_sp,H2O_r_sp,SS_s,SS_r
133,19012.4,10/17/24,p,radish,ten,pr10,n,12:59:00,15,0.00207198,2.07198343,13.1732984,482.201546,361.140716,36.9040706,49.2749753,0.19434109,3.34798933,0.18427103,0.11603253,284.758146,13.1929677,12.7657682,1.48025928,23.9771557,0.34148278,1.42420052,1.13877651,-91.374469,-106.12966,-5.8945939,81.359425,20,3,1,0,56792.5155,1599.98909,1361.1267,0.85070999,0.17797505,7.5,33,0: Broadleaf,2,1729105135,482.201546,499.898455,3.34172714,0.76311391,479.492091,3.45242991,600.630818,102.090864,0.09664654,12.1777818,12.7657682,999.9,0,0,10000.7309,402.829182,98.9787136,-17.69693,483.801818,500.280227,2.57861386,499.898455,0.76311391,0.34115939,0.07790695,-10.378768,-25.781509,1599.98909,0.64299914,0.35700082,15,26722.8455,1729105130,12:58:49,1729105112,1729105130,129,-0.076,-0.001,2.71,-0.095,500,1,0.07,0.02,0,0,0,0,0,0,0,3.24458,2.77599,0.110458,0.116875,0.0378603,0.00933394,22924.2,22319.3,24738,22483.5,35245.7,28410.4,40495.5,31104.3,2.29555,1.95163,0.0172108,0,12.4721,999.9,27.1,28.8,10.5529,63.7714,15.4567,1,-0.725315,2.06614,20.3636,5.23346,11.9321,4.9795,3.28163,9999,9999,9999,999.9,4.97153,1.86111,1.86661,1.85781,1.86222,1.86281,1.86357,1.85966,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.709,-0.1173,2.5559966,0.00067844,-9.11E-07,3.42E-10,-0.088801,-0.0102945,0.00093241,-3.20E-06,1,2092,0,27,0.5,0.2,1.21216,2.38281,1.50024,2.27051,1.4502,2.45483,31.3244,13.6154,19,579.82,380.91,9.99947,17.3328,29.9997,17.4203,17.4092,24.3083,78.2261,0,10,500,0.74433,102.351,102.07
89,12920.4,10/16/24,p,radicchio,nine,pd9,y,10:27:47,15,0.001074871,1.074871317,13.21622164,399.5680645,267.5239434,27.13318716,40.52555049,0.171786633,3.121490866,0.163323981,0.102804582,284.7594681,15.63729041,15.10906452,1.723427038,65.08170958,1.065113182,1.63657837,0.658313856,-47.40182507,-134.8756526,-8.225093667,94.25689678,30,5,1,0,55927.97454,1599.997097,1361.133725,0.850710122,0.177974991,9,33,0: Broadleaf,2,1729009659,399.5680645,420.0335161,10.50165161,8.90651871,396.5301935,10.7019129,600.0910968,101.3262258,0.097171332,14.30759677,15.10906452,999.9,0,0,9996.756452,400.7624194,683.3717419,-20.46546452,403.8086452,423.808129,1.595130645,420.0335161,8.90651871,1.064092581,0.902463581,7.824750968,5.429977742,1599.997097,0.643000613,0.356999548,17.97446129,26723,1729009643,10:27:22,1729009643,1729009638,90,-1.378,-0.001,3.04,-0.214,420,9,0.09,0.05,0,0,0,0,0,0,0,3.24464,2.77864,0.0966519,0.102239,0.0693409,0.061184,23288.3,22720.8,24745.3,22513.3,34090.7,26943.4,40512.3,31155.8,2.28487,2.042,0.0792146,0,13.7561,999.9,48.8,20.8,11.8734,64.2435,14.976,1,-0.749408,1.43867,20.3704,5.23406,11.9321,4.97985,3.282,9999,9999,9999,999.9,4.97151,1.86069,1.86617,1.8573,1.86192,1.86249,1.8633,1.85928,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.037,-0.2,2.890674937,0.000678439,-9.11E-07,3.42E-10,-0.192971473,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.4,0.5,1.04614,2.36572,1.50024,2.2998,1.4502,2.43896,25.1839,14.6399,19,567.406,427.295,11.9999,17.0159,30.0008,17.0066,17.0116,20.9808,23.5891,8.05778,12,420,8.81619,102.389,102.225
65,9711,10/17/24,p,radicchio,eight,pd8.2,y,10:23:59,15,0.00107929,1.07928697,13.2822673,1381.58233,1169.55571,119.49527,141.158351,0.11364998,3.34714385,0.11012737,0.06913741,284.760452,13.8502947,13.1107067,1.51404132,35.6851584,0.52270501,1.46476864,0.99133632,-47.596555,-91.20546,-5.0875539,140.870883,81,13,1,0,56688.0119,1600.002,1361.13774,0.85071002,0.17797506,7.5,33,0: Broadleaf,2,1729095831,1381.58233,1400.04633,5.11595667,3.773949,1377.85067,5.272628,600.089,102.075,0.09650804,12.6052767,13.1107067,999.9,0,0,9998.766,397.509233,867.205933,-18.46327,1388.68833,1405.34933,1.342007,1400.04633,3.773949,0.52221143,0.3852259,-2.2012697,-6.2456017,1600.002,0.6429992,0.3570008,15.8500033,26723.0467,1729095816,10:23:36,1729095816,1729095800,63,-0.037,-0.003,3.735,-0.154,1401,4,0.1,0.06,0,0,0,0,0,0,0,3.24311,2.77885,0.223629,0.228659,0.0396803,0.0303374,19958.8,19471.3,24675.9,22454.9,35096.4,27769.1,40398.6,31070.3,2.15898,2.00912,0.0215694,0,12.7577,999.9,31,22.5,8.30713,64.4042,14.1026,1,-0.609921,2.48866,20.3583,5.23511,11.9321,4.9797,3.282,9999,9999,9999,999.9,4.97151,1.86088,1.86638,1.85746,1.86209,1.86264,1.86341,1.85944,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.74,-0.1567,3.63264434,0.00067844,-9.11E-07,3.42E-10,-0.1278461,-0.0102945,0.00093241,-3.20E-06,1,2092,0,27,0.4,0.7,2.8125,2.36206,1.50024,2.29492,1.4502,2.53418,26.9753,14.9113,19,505.779,424.142,10.0005,18.641,30.0002,18.6752,18.6633,56.2898,48.8526,0,10,1400,3.65228,102.101,101.951
110,15522.4,10/17/24,p,radicchio,ten,pd10,n,12:00:50,15,0.001199,1.19900135,13.3368045,782.262133,595.073807,60.824103,79.9571281,0.12469087,3.34867446,0.12046554,0.0756592,284.759804,16.3558628,15.8252167,1.80442975,46.3280304,0.80006139,1.72694886,1.00436836,-52.875959,-123.55849,-7.0806354,101.244716,2,0,1,0,56224.3671,1599.998,1361.13436,0.85071004,0.1779751,7.5,33,0: Broadleaf,2,1729101643,782.262133,800.0997,7.82741633,6.340884,779.239133,8.00773233,600.196967,102.112733,0.09997089,15.14081,15.8252167,999.9,0,0,10001.44,396.130967,1576.759,-18.915123,787.347333,805.205333,1.48653167,800.0997,6.340884,0.7992782,0.64748447,3.69448867,0.74120557,1599.998,0.64299867,0.35700133,24,26722.9833,1729101680,12:01:19,1729101680,1729101528,107,1.08,-0.002,3.023,-0.184,801,6,0.12,0.05,0,0,0,0,0,0,0,3.24238,2.78158,0.156158,0.161099,0.0555274,0.0472044,21695.8,21168.2,24685.3,22451.8,34524.9,27271.4,40417,31063.3,2.2988,1.9517,0.02224,0,15.468,999.9,48.1,27,16.8603,64.3135,16.2901,1,-0.609403,4.17845,20.3175,5.23481,11.9321,4.97985,3.282,9999,9999,9999,999.9,4.97151,1.86096,1.86646,1.8576,1.86218,1.86265,1.86352,1.85956,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.023,-0.1803,1.80830166,0.00067844,-9.11E-07,3.42E-10,-0.156028,-0.0102945,0.00093241,-3.20E-06,1,2092,0,27,2.2,2,1.78101,2.3877,1.50024,2.28027,1.4502,2.4231,30.1576,14.1058,19,601.096,394.101,10.0001,18.9909,30.0001,18.9284,18.9254,35.6577,58.1448,0,10,800,6.33408,102.145,101.931
53,8063.9,10/17/24,p,radicchio,eight,pd8,y,9:56:32,15,0.00128713,1.28713236,13.3807868,1580.65233,1394.05756,142.411196,161.472953,0.13543283,3.34710704,0.13046081,0.08197019,284.759774,14.1571035,13.5903267,1.56213988,37.6695295,0.56475715,1.49924131,0.99738274,-56.762537,-113.66437,-6.3682262,107.964639,11,2,1,0,56616.3717,1599.999,1361.13513,0.85070999,0.17797497,7.5,33,0: Broadleaf,2,1729094184,1580.65233,1599.91667,5.52838533,3.928762,1576.25033,5.69172033,600.149067,102.0572,0.09869415,12.96043,13.5903267,999.9,0,0,10000.3567,397.196067,386.336467,-19.265143,1589.44,1606.22767,1.599623,1599.91667,3.928762,0.5642117,0.40095863,-1.1509643,-5.7201787,1599.999,0.6430004,0.3569996,17,26723.02,1729094158,9:55:58,1729094158,1729094158,51,0.281,0.002,4.41,-0.161,1601,4,0.09,0.06,0,0,0,0,0,0,0,3.24366,2.78032,0.242369,0.247594,0.0422358,0.0318794,19497.5,19016.4,24697,22478.1,35032.1,27754.6,40432.3,31104,2.29808,2.03293,0.0422858,0,12.885,999.9,30,22,7.80009,64.148,12.52,1,-0.65451,3.29029,20.3404,5.23466,11.9321,4.98005,3.282,9999,9999,9999,999.9,4.97151,1.86081,1.8663,1.85745,1.86203,1.86264,1.8634,1.8594,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.4,-0.1633,4.25782876,0.00067844,-9.11E-07,3.42E-10,-0.1343568,-0.0102945,0.00093241,-3.20E-06,1,2092,0,27,0.6,0.6,3.14209,2.37549,1.50024,2.29492,1.4502,2.43042,26.5199,15.0864,19,589.937,432.436,10.0025,18.1701,30.0006,18.0848,18.0758,62.8629,44.0502,0,10,1600,3.91899,102.187,102.059
79,11159,10/16/24,p,radicchio,eleven,pd11.2,y,9:58:25,15,0.0012456,1.245599988,13.4010473,478.9823,368.6123109,37.37507089,48.56592384,0.213032436,3.121386813,0.200174173,0.126202144,284.7602065,14.98200101,14.39311333,1.645658013,65.04884995,1.023028801,1.572708513,0.622629213,-54.93095946,-117.6519841,-7.125360728,105.0519022,9,1,1,0,56044.43573,1600.000667,1361.136478,0.850709944,0.177975055,9,33,0: Broadleaf,2,1729007898,478.9823,499.9746333,10.08964,8.240458667,475.8885333,10.29411,600.1191333,101.2960667,0.097917713,13.69397,14.39311333,999.9,0,0,9999.256,399.9236,1119.245333,-20.99235667,483.8642333,504.1288,1.84919,499.9746333,8.240458667,1.022042333,0.834726167,7.234445667,4.311968333,1600.000667,0.642998967,0.357000933,16,26723.02,1729007875,9:57:54,1729007869,1729007875,80,-0.112,0,3.094,-0.217,500,8,0.07,0.05,0,0,0,0,0,0,0,3.24535,2.7793,0.110871,0.11642,0.0673353,0.0579571,22943.9,22387.6,24766.7,22537.2,34193.3,27067.1,40544.8,31190.3,2.3375,2.06537,0.0758097,0,13.1493,999.9,68.4,18.6,14.5216,64.1337,15.0641,1,-0.796697,1.24929,20.3698,5.23182,11.9321,4.9794,3.28148,9999,9999,9999,999.9,4.97139,1.86047,1.8659,1.85687,1.8617,1.86222,1.86309,1.85898,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.094,-0.2044,2.940406971,0.000678439,-9.11E-07,3.42E-10,-0.193803748,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.6,0.5,1.19751,2.34985,1.50024,2.30591,1.4502,2.38892,22.0021,14.8588,19,592.987,432.538,12.0024,16.3564,30.0008,16.1997,16.1783,24.0014,44.1082,36.2568,12,500,8.19224,102.473,102.336
54,7964,10/16/24,p,radicchio,ten,pd10.2,y,9:05:10,15,0.001008583,1.00858308,13.44848508,479.1019032,360.0050563,36.48672606,48.55726216,0.195786394,3.119800277,0.184865663,0.116473609,284.7588543,14.78750955,13.4894129,1.551909644,65.02840514,1.005942433,1.546927732,0.545967211,-44.47851384,-8.301220936,-0.499965333,231.4791542,47,8,1,0,56054.01674,1599.994194,1361.131015,0.850709972,0.17797493,9,33,0: Broadleaf,2,1729004703,479.1019032,499.9951935,9.925372903,8.427819355,475.7280645,10.13786774,600.1222903,101.2525161,0.09807721,13.44005806,13.4894129,999.9,0,0,9996.284516,400.2811935,716.1016774,-20.89329677,483.9048065,504.2447742,1.497552581,499.9951935,8.427819355,1.004969032,0.853337968,6.988617419,4.626918065,1599.994194,0.643000935,0.356999065,16,26722.95484,1729004676,9:04:36,1729004675,1729004676,54,-0.159,0.002,3.374,-0.223,500,8,0.08,0.06,0,0,0,0,0,0,0,3.24702,2.77959,0.111213,0.116818,0.0667493,0.0590228,22992.8,22437.5,24823.6,22593.3,34288.9,27104.3,40632.4,31270.2,2.29638,2.11223,0.0497177,0,12.6576,999.9,63.1,16,11.3719,63.9154,14.2748,1,-0.900889,0.971353,20.3714,5.23286,11.9301,4.98075,3.28155,9999,9999,9999,999.9,4.97136,1.86033,1.86575,1.85669,1.86157,1.86218,1.86297,1.85882,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.373,-0.2126,3.22046452,0.000678439,-9.11E-07,3.42E-10,-0.200630978,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.6,0.6,1.20239,2.32056,1.50024,2.30957,1.4502,2.46216,19.1133,15.2615,19,546.424,444.628,12.001,14.9401,30.0013,14.7248,14.7064,24.096,29.3195,57.7721,12,500,8.37571,102.7,102.595
66,9599.9,10/16/24,p,radicchio,eleven,pd11,y,9:32:26,15,0.000976315,0.976315118,13.70163234,478.7794667,340.0759198,34.48431159,48.54910139,0.169802559,3.120337893,0.161526515,0.101665481,284.7592988,14.51688145,13.85248333,1.58899391,64.76779945,0.98386631,1.519067065,0.6051276,-43.05549671,-116.2492756,-7.003352954,118.4511735,13,2,1,0,56122.98628,1599.996667,1361.133121,0.850709973,0.177974933,9,33,0: Broadleaf,2,1729006339,478.7794667,500.0277,9.702651,8.252754333,475.4051,9.919572,600.1517667,101.3024,0.099403483,13.16144333,13.85248333,999.9,0,0,9993.825,402.7069333,1345.959,-21.24821333,483.4703667,504.1886,1.449896667,500.0277,8.252754333,0.9829022,0.8360242,6.665366,4.334135333,1599.996667,0.6430009,0.3569991,14,26722.99333,1729006314,9:31:53,1729006310,1729006314,67,-0.099,0.002,3.375,-0.226,500,8,0.09,0.04,0,0,0,0,0,0,0,3.24754,2.78192,0.11133,0.116977,0.0658098,0.0582482,23017.2,22450.7,24850.9,22608.9,34361,27144.4,40676.2,31290.8,2.3669,2.12958,0.116363,0,11.9189,999.9,68.1,15.8,12.1114,63.6055,14.7997,1,-0.945981,0.501446,20.3738,5.23421,11.9261,4.9806,3.28177,9999,9999,9999,999.9,4.97136,1.86032,1.86576,1.85669,1.86157,1.86217,1.86296,1.85882,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.374,-0.2169,3.22106178,0.000678439,-9.11E-07,3.42E-10,-0.203428603,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.6,0.6,1.19873,2.32422,1.50024,2.31079,1.4502,2.50244,19.2936,15.0689,19,587.444,450.122,12.0022,14.3436,30.0003,14.2814,14.2647,24.028,37.6319,59.5294,12,500,8.15506,102.812,102.664
143,20198.4,10/16/24,p,radicchio,eight,pd8.2,y,12:29:05,15,0.002387242,2.387242221,13.70266169,401.6939333,351.7142091,35.69125321,40.76309548,0.526989191,3.328499331,0.458786548,0.292157385,284.7598026,14.58557773,13.50481,1.553466722,65.8652105,1.032164835,1.56708652,0.521301887,-105.2773819,24.06431426,1.359993658,204.9067286,77,13,1,0,56047.9161,1600.000667,1361.136441,0.850709921,0.177974803,7.5,33,0: Broadleaf,2,1729016937,401.6939333,420.0164667,10.17131667,7.218336,399.1214333,10.36799,600.1463667,101.3802667,0.09772963,13.63891333,13.50481,999.9,0,0,9989.245333,398.8913667,758.4418667,-18.32253,405.8216667,423.0703667,2.952984333,420.0164667,7.218336,1.031172333,0.731797133,7.364407667,2.448653,1600.000667,0.643002633,0.356997367,15,26723.07667,1729016916,12:28:36,1729016905,1729016916,142,-0.69,0.014,2.575,-0.214,420,7,0.15,0.03,0,0,0,0,0,0,0,3.24388,2.7796,0.0970053,0.102119,0.0673465,0.0517702,23247.4,22682,24714.1,22474.1,34123.9,27164.5,40463.2,31094.8,2.18403,2.03727,0.0101887,0,13.3251,999.9,47.8,20,11.0639,63.9926,15.3165,1,-0.693689,1.54785,20.3691,5.23496,11.9321,4.9798,3.282,9999,9999,9999,999.9,4.97144,1.8605,1.866,1.85699,1.86172,1.86234,1.86311,1.85901,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.573,-0.1969,2.425231483,0.000678439,-9.11E-07,3.42E-10,-0.186603445,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.7,0.5,1.05103,2.3584,1.50024,2.29492,1.4502,2.48901,22.143,13.8343,19,509.743,430.263,12.0006,17.6792,30.0002,17.6177,17.5926,21.0748,38.1949,55.6588,12,420,7.09689,102.263,102.034
147,20560.4,10/16/24,p,radicchio,eight,pd8.2,y,12:35:07,15,0.002231698,2.231697706,13.72238976,381.8315806,329.3487272,33.4230344,38.74910998,0.495458638,3.333548631,0.43476981,0.2765848,284.760229,14.40964019,13.29578387,1.532445143,65.86421423,1.018077317,1.545721496,0.514367826,-98.41786882,23.77730736,1.338791588,211.4584591,72,12,1,0,56202.96731,1600.001613,1361.137349,0.850709985,0.177974964,7.5,33,0: Broadleaf,2,1729017299,381.8315806,400.0449032,10.03207742,7.271173226,379.1674516,10.23339032,600.159129,101.3837419,0.098461074,13.4280871,13.29578387,999.9,0,0,10010.01871,399.0944839,744.3181935,-18.21320968,385.7010645,402.9749032,2.760908065,400.0449032,7.271173226,1.017089032,0.737178516,7.163497742,2.551675161,1600.001613,0.643000484,0.356999516,14.43682258,26723.06129,1729017277,12:34:36,1729017275,1729017277,146,0.01,-0.004,2.666,-0.217,400,7,0.16,0.03,0,0,0,0,0,0,0,3.24391,2.77977,0.0933038,0.0984777,0.0666743,0.0520617,23349.1,22779,24720.2,22478.5,34156.8,27161.3,40472.7,31100.9,2.1952,2.04693,0.0164583,0,13.0135,999.9,47.8,19.2,10.5279,64.2126,14.5913,1,-0.706219,1.43392,20.371,5.23406,11.9321,4.97975,3.282,9999,9999,9999,999.9,4.97143,1.8604,1.86586,1.85688,1.86167,1.86225,1.8631,1.85896,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.664,-0.2016,2.519294268,0.000678439,-9.11E-07,3.42E-10,-0.190179665,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,0.5,0.5,1.00952,2.34863,1.50024,2.29492,1.4502,2.50977,21.1781,13.7643,19,515.675,435.104,12.0003,17.5315,29.9998,17.5296,17.5082,20.235,35.0433,54.9343,12,400,7.15137,102.287,102.054
22,3215,10/15/24,p,radish,south,prs,n,8:03:11,15,0.004536439,4.536438959,13.74519025,396.6989677,372.1633772,37.53888852,40.01371237,1.364240974,3.110228112,0.968342537,0.631292682,284.7602604,10.52570899,10.48023548,1.272696877,65.10562312,0.805028843,1.236496641,0.467668034,-200.0569581,-72.41390432,-4.229769823,8.059628177,135,22,1,0,56475.96314,1600.00129,1361.136989,0.850709932,0.177975019,9,33,0: Broadleaf,2,1728914583,396.6989677,420.0080323,7.981116774,1.233118387,391.7965484,8.098290323,600.2090645,100.7667097,0.099981742,10.04837419,10.48023548,999.9,0,0,10000.42645,400.8666129,239.4816452,-23.30909677,399.8904839,420.5266129,6.747999032,420.0080323,1.233118387,0.804229968,0.124257097,3.782184516,-20.1500129,1600.00129,0.642999452,0.357000452,11,26723.04194,1728914429,8:00:28,1728914412,1728914429,20,1.661,0.084,4.905,-0.096,420,0,0.04,0.02,0,0,0,0,0,0,0,3.25139,2.78128,0.0967173,0.103183,0.056444,0.0114742,23536.5,22992.7,24988,22788.9,34892.4,28759,40887.4,31551.3,2.1873,2.14738,0.0789799,0,9.15242,999.9,40.7,16.4,7.56075,66.5351,14.0024,1,-1.17065,-0.495251,20.3721,5.239,11.9261,4.9816,3.283,9999,9999,9999,999.9,4.9714,1.86029,1.86574,1.85669,1.86157,1.86217,1.86298,1.85879,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,4.902,-0.1172,4.755794133,0.000678439,-9.11E-07,3.42E-10,-0.093256321,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,3,2.7,1.0437,2.34497,1.50024,2.32544,1.4502,2.48901,19.3136,15.8657,19,440.187,424.792,9.99961,11.1067,30,11.1202,11.1,20.9313,72.9139,41.1758,10,420,1.28522,103.358,103.503
105,15051.4,10/17/24,p,radicchio,ten,pd10,y,11:52:59,15,0.00129603,1.29602962,13.7953276,481.98171,307.643661,31.4415537,49.2591129,0.13559266,3.34830188,0.13061083,0.0820648,284.760372,16.104691,15.6113871,1.77990088,45.7470142,0.77846838,1.70168129,1.0014325,-57.154906,-126.2891,-7.2212669,94.0951019,2,0,1,0,56260.5545,1600.00161,1361.13741,0.85071002,0.17797505,7.5,33,0: Broadleaf,2,1729101172,481.98171,500.002581,7.61701742,6.00968742,479.25571,7.79024548,600.137065,102.105065,0.09614329,14.9117774,15.6113871,999.9,0,0,10000.6407,397.775645,1588.01839,-18.020971,485.681129,503.025774,1.60733065,500.002581,6.00968742,0.77773581,0.61361932,3.30730613,-0.0006906,1600.00161,0.64299929,0.35700071,22,26723.0484,1729101152,11:52:32,1729101148,1729101152,102,-0.145,-0.002,2.727,-0.177,500,6,0.11,0.05,0,0,0,0,0,0,0,3.24222,2.77817,0.111468,0.116442,0.0542615,0.0450799,22837.3,22290.1,24679,22448.3,34561.7,27328.1,40406.7,31058.7,2.29405,1.95448,0.0260025,0,15.1713,999.9,43,26.8,14.8977,64.1036,15.6691,1,-0.596994,4.1048,20.3205,5.23481,11.9321,4.97985,3.282,9999,9999,9999,999.9,4.97152,1.86096,1.86646,1.85764,1.86216,1.86269,1.86352,1.85949,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,2.726,-0.1732,2.5725489,0.00067844,-9.11E-07,3.42E-10,-0.1481028,-0.0102945,0.00093241,-3.20E-06,1,2092,0,27,0.5,0.5,1.2085,2.36816,1.50024,2.28149,1.4502,2.4707,29.9433,14.1671,19,600.784,397.738,9.9987,19.1702,29.9999,19.1711,19.1679,24.218,56.1482,0,10,500,5.9244,102.119,101.916
151,20922.5,10/16/24,p,radicchio,eight,pd8.2,n,12:41:09,15,0.002182162,2.182161942,13.95992789,780.5365667,721.387455,73.20735541,79.20988569,0.469850141,3.330666777,0.414873346,0.263717377,284.7604387,14.5012071,13.36891667,1.539771416,65.17943014,1.012710025,1.553726417,0.527061392,-96.23334166,24.86228015,1.402211643,214.7915888,72,12,1,0,56122.49042,1600.000667,1361.136695,0.85071008,0.1779752,7.5,33,0: Broadleaf,2,1729017661,780.5365667,800.1097,9.979274667,7.279599333,777.4625667,10.18049333,600.1792667,101.3821333,0.099192553,13.50737667,13.36891667,999.9,0,0,9998.124,399.2341333,741.1904,-20.69503333,787.2711333,805.9768667,2.699676333,800.1097,7.279599333,1.011718667,0.738020633,7.086251,2.567944667,1600.000667,0.642997333,0.357002667,15,26723.00667,1729017687,12:41:27,1729017687,1729017544,150,1.124,0.002,3.074,-0.216,801,7,0.06,0.03,0,0,0,0,0,0,0,3.244,2.781,0.15537,0.16054,0.0665519,0.0524293,21756.5,21215,24725.3,22481.6,34170,27155.7,40481,31105.2,2.19725,2.05715,0.0135601,0,13.1368,999.9,48.6,18.5,10.2458,63.8816,14.1827,1,-0.713953,1.49484,20.3703,5.23451,11.9321,4.9797,3.282,9999,9999,9999,999.9,4.97139,1.86036,1.86584,1.85684,1.86166,1.86218,1.86308,1.85892,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.074,-0.2013,1.814820486,0.000678439,-9.11E-07,3.42E-10,-0.189687036,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,2.1,2.1,1.77734,2.36938,1.50024,2.29736,1.4502,2.38892,20.6564,13.6942,19,515.962,440.296,11.9994,17.4638,29.9998,17.4411,17.4208,35.5714,33.3037,55.3203,12,800,7.29149,102.308,102.068
92,13235.9,10/16/24,p,radicchio,nine,pd9,y,10:33:02,15,0.001086986,1.086986329,14.0127344,478.2129032,353.3553114,35.84200978,48.50673247,0.194673445,3.123345806,0.183884559,0.115849472,284.7614359,14.33822745,13.75391935,1.578850272,65.60405976,0.986836336,1.504230591,0.592013936,-47.93609712,-125.0574319,-7.516941214,104.2509657,31,5,1,0,56227.44069,1600.007742,1361.142609,0.850710015,0.177975036,9,33,0: Broadleaf,2,1729009975,478.2129032,500.0055161,9.728914839,8.114757742,475.0664194,9.935263226,600.1708387,101.3332903,0.100050648,13.01123548,13.75391935,999.9,0,0,10004.55774,402.6616452,267.1986774,-21.79260968,482.9111935,504.0961613,1.614157742,500.0055161,8.114757742,0.985861774,0.822294194,6.70907,4.098078065,1600.007742,0.642999516,0.357000484,14,26723.14839,1729009892,10:31:31,1729009892,1729009638,92,-0.371,-0.001,3.146,-0.214,600,9,0.09,0.05,0,0,0,0,0,0,0,3.24518,2.78181,0.110664,0.116356,0.0653179,0.0570573,22950.1,22383.1,24768,22531.4,34270.9,27085.2,40547.5,31180.8,2.28965,2.05188,0.0847913,0,12.2916,999.9,43.9,21,10.8129,63.8835,15.8333,1,-0.794865,0.567059,20.3775,5.23496,11.9283,4.98055,3.282,9999,9999,9999,999.9,4.97146,1.86066,1.86614,1.85716,1.86187,1.86248,1.86324,1.85919,0,0,0,0,11111111,oooooooo,on,on,on,on,0,100,100,3.147,-0.2066,2.993321339,0.000678439,-9.11E-07,3.42E-10,-0.192971473,-0.010294497,0.000932414,-3.20E-06,1,2092,0,27,1.5,5.8,1.20483,2.35962,1.50024,2.2998,1.4502,2.46704,24.5106,14.6136,19,565.648,428.91,11.9964,16.4474,29.9987,16.6084,16.5969,24.1452,21.5603,8.22158,12,500,8.13375,102.479,102.307
