Obs#,Time,Timepoint,Date,configName,configAuthor,Treatment,Veg,gsw,gbw,gtw,E_apparent,VPcham,VPref,VPleaf,VPDleaf,H2O_r,H2O_s,H2O_leaf,leaf_area,leaf_width,flashID,Fo,Fm,Fv/Fm,Fs,Fm',PhiPS2,PS2/1,abs,ETR,TRANS,rh_s,rh_r,Tref,Tmeas,Tleaf,P_atm,flow,flow_s,leak_pct,Qamb,batt,match_time,match_date,rh_adj,type,gsw1sec,gsw2sec,gsw4sec,flr1sec,flr2sec,flr4sec,auto,flow_set,gsw_limit,gsw_period,aw,Bla,Blb,Blc,Bld,Ble,chamber,dark,flash_type,flash_intensity,modrate,flr_limit,flr_period,P1_dur,P2_dur,P3_dur,P1_Fmax,P2_ramp,P2_slp,P3_Fmax,P3_Pred,P3_DeltaF,v_humA,v_humB,v_flowIn,v_flowOut,v_temp,v_irt,v_pres,v_par,v_F,i_LED,b_rhr,m_rhr,span_rhr,b_rhs,m_rhs,span_rhs,z_flowIn,z_flowOut,z_quantum,z_flr,flashId,lciSerNum,lcpSerNum,lcfSerNum,lcrhSerNum,version,configUpdatedAt
42,9:38:32,11,10/17/24,Albany,M Sturchio,AV,Spinach,0.986706,2.91996,0.737494,6.371364,0.851631,0.728608,1.722276,0.870645,7.13865,8.343982,16.874262,0.29853,1.8,PSF-00495_20241017093832_400,0,0,0,130.877136,168.498871,0.223276,0.5,0.8,171.769623,1,55.36,47.36,13.35,15.1,15.1,102.07,156.5,158.7,-1.4,1923,3.709,9:32:53,10/17/24,-0.52,1,-0.008,0.004,-0.02,-0.262,-0.728,-1.826,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.500339,2.452624,1.65772,0.940208,0.435321,0.018914,0.310523,1.724356,130.877136,0.00028,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017093832_400,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
41,11:35:12,13,10/17/24,Albany,M Sturchio,Control,Spinach,0.296056,2.920306,0.268805,4.147039,0.854655,0.774576,2.404723,1.550068,7.586241,8.37054,23.551989,0.29853,1.8,PSF-00495_20241017113512_be1,0,0,0,116.627457,150.386093,0.22448,0.5,0.8,178.324539,1,42.14,38.19,17.67,20.4,20.4,102.1,156.5,157.5,-0.6,1986,3.668,11:29:59,10/17/24,-0.21,1,-0.001,-0.001,0.015,-0.151,-0.111,0.09,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.48587,2.433501,1.658079,0.937382,0.36597,0.029946,0.299256,1.777045,116.627457,0.000289,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017113512_be1,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
64,11:47:05,13,10/17/24,Albany,M Sturchio,AV,Radish,0.453391,2.921901,0.392488,5.580679,0.896158,0.788574,2.325044,1.428886,7.723243,8.776914,22.771336,0.29853,1.8,PSF-00495_20241017114705_e87,0,0,0,116.795181,150.603531,0.224486,0.5,0.8,174.609238,1,42.5,37.39,18.29,19.85,19.85,102.1,156.7,157.8,-0.7,1945,3.655,11:40:14,10/17/24,-0.23,1,-0.001,0,0.017,0.379,1.012,2.587,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.484555,2.433902,1.659736,0.938103,0.356961,0.017155,0.378768,1.742224,116.795181,0.000289,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017114705_e87,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
26,13:18:57,15,10/17/24,Albany,M Sturchio,Control,Radish,0.301504,2.921016,0.273294,4.804804,0.804407,0.71162,2.570064,1.765657,6.968686,7.877326,25.167894,0.29853,1.8,PSF-00495_20241017131857_e24,0,0,0,98.290085,126.823067,0.224983,0.5,0.8,165.953247,1,34.74,30.73,19.78,21.48,21.48,102.12,156.6,157.6,-0.6,1844,3.636,13:09:19,10/17/24,-0.13,1,-0.003,-0.003,0.013,-0.304,-0.635,-1.398,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.474119,2.422675,1.658815,0.937567,0.336097,0.018657,0.241196,1.657768,98.290085,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017131857_e24,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
35,11:31:10,13,10/17/24,Albany,M Sturchio,Control,Radish,0.163421,2.921661,0.154764,2.358348,0.826656,0.781148,2.358396,1.53174,7.649953,8.095616,23.096277,0.29853,1.8,PSF-00495_20241017113110_1db,0,0,0,105.454086,136.088852,0.225109,0.5,0.8,165.36972,1,40.93,38.67,17.6,20.08,20.08,102.11,156.7,158.3,-1,1837,3.674,11:29:59,10/17/24,-0.21,1,-0.002,0.004,-0.009,-0.64,-1.041,-2.216,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.486608,2.431837,1.659486,0.939209,0.366937,0.02718,0.268902,1.651454,105.454086,0.000278,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017113110_1db,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
59,11:38:30,13,10/16/24,Albany,M Sturchio,AV,Radicchio,0.180428,2.92139,0.169932,2.145144,0.729848,0.688724,1.991867,1.262019,6.796539,7.202364,19.656353,0.29853,1.8,PSF-00495_20241016113830_f3f,0,0,0,154.099701,198.914047,0.225295,0.5,0.8,139.524124,1,42.2,39.82,15.16,17.38,17.38,101.33,156.7,158.5,-1.2,1548,3.868,11:28:35,10/16/24,-0.12,1,0.004,-0.002,0.013,-1.915,-3.56,-5.428,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.488812,2.433928,1.659203,0.939741,0.404739,0.02404,0.437919,1.409115,154.099701,0.000298,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016113830_f3f,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
33,11:23:34,13,10/16/24,Albany,M Sturchio,Control,Radish,0.550912,2.920621,0.463485,5.503379,0.833632,0.72815,2.020171,1.18654,7.184142,8.22485,19.931591,0.29853,1.8,PSF-00495_20241016112334_d64,0,0,0,97.025154,125.281334,0.225542,0.5,0.8,185.320236,1,48.15,42.06,15.18,17.6,17.6,101.36,156.6,157.6,-0.7,2054,3.886,11:17:37,10/16/24,-0.22,1,0.006,-0.004,-0.013,-0.026,-0.106,-0.163,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.492145,2.442214,1.658406,0.937554,0.404493,0.026294,0.346114,1.834362,97.025154,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016112334_d64,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
32,11:23:12,13,10/16/24,Albany,M Sturchio,Control,Radish,0.434699,2.920827,0.378385,4.685277,0.78486,0.695036,2.02241,1.23755,6.857864,7.744151,19.95496,0.29853,1.8,PSF-00495_20241016112312_a3a,0,0,0,96.1082,124.202728,0.226199,0.5,0.8,187.005096,1,45.24,40.06,15.21,17.62,17.62,101.35,156.6,155.9,0.4,2067,3.886,11:17:37,10/16/24,-0.22,1,0.008,-0.002,0.005,-0.265,-0.477,-1.154,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.489164,2.438245,1.65862,0.933227,0.403963,0.026134,0.343742,1.844998,96.1082,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016112312_a3a,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
58,11:45:34,13,10/17/24,Albany,M Sturchio,AV,Radish,0.257051,2.921493,0.236263,3.954704,0.850572,0.774274,2.531363,1.680791,7.583096,8.330349,24.791706,0.29853,1.8,PSF-00495_20241017114534_bf5,0,0,0,98.306183,127.056595,0.22628,0.5,0.8,180.596573,1,40.43,36.81,18.25,21.23,21.23,102.11,156.7,155.8,0.6,1995,3.656,11:40:14,10/17/24,-0.23,1,-0.002,0,0.021,0.139,0.03,0.037,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.483675,2.431057,1.659311,0.932898,0.357515,0.032856,0.369094,1.784861,98.306183,0.000289,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017114534_bf5,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
56,11:44:08,13,10/17/24,Albany,M Sturchio,AV,Radish,0.295484,2.920064,0.268331,4.559909,1.010156,0.922213,2.713811,1.703655,9.031141,9.892365,26.57609,0.29853,1.8,PSF-00495_20241017114408_5b8,0,0,0,93.436005,120.799545,0.22652,0.5,0.8,157.366959,1,48.35,44.14,18.14,22.37,22.37,102.11,156.5,157.9,-0.9,1737,3.657,11:40:14,10/17/24,-0.23,1,0.003,-0.002,-0.012,-0.022,0.119,0.266,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.494571,2.441888,1.657828,0.938227,0.359082,0.046884,0.35964,1.567596,93.436005,0.000304,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017114408_5b8,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
1,9:11:35,11,10/17/24,Albany,M Sturchio,AV,Radish,0.351316,2.918501,0.31357,2.700828,0.724256,0.671967,1.593601,0.869345,6.582025,7.094199,15.609575,0.29853,1.8,PSF-00495_20241017091135_ad1,0,0,0,116.383911,150.482651,0.226596,0.5,0.8,143.646179,1,48.22,44.73,12.99,13.9,13.9,102.09,156.3,156.1,0.1,1585,3.748,9:10:24,10/17/24,-0.17,1,0.003,0.002,0.009,0.092,0.497,-1.257,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.496575,2.442681,1.656211,0.93386,0.441754,0.010121,0.097868,1.43987,116.383911,0.00028,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017091135_ad1,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
24,13:18:22,15,10/17/24,Albany,M Sturchio,Control,Radish,0.337989,2.923925,0.302968,5.136981,0.877061,0.778162,2.579132,1.702071,7.620635,8.58916,25.257746,0.29853,1.8,PSF-00495_20241017131822_29a,0,0,0,81.933617,105.942604,0.226623,0.5,0.8,156.119995,1,37.6,33.36,19.9,21.53,21.53,102.11,157,157.6,-0.4,1722,3.625,13:09:19,10/17/24,-0.13,1,-0.007,-0.003,0.021,-0.217,0.003,0.101,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.478143,2.426688,1.661847,0.937643,0.334479,0.017968,0.236719,1.555374,81.933617,0.000282,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017131822_29a,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
26,9:25:42,11,10/17/24,Albany,M Sturchio,AV,Radicchio,0.336024,2.921796,0.301365,2.746726,0.753061,0.700043,1.672391,0.91933,6.857804,7.377181,16.383179,0.29853,1.8,PSF-00495_20241017092542_09a,0,0,0,98.663803,127.603058,0.226791,0.5,0.8,125.763046,1,50.12,46.59,12.99,14.64,14.64,102.08,156.7,158.5,-1.2,1386,3.724,9:21:06,10/17/24,-0.17,1,0.002,0.002,-0.012,-0.525,-0.065,-1.512,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.4993,2.445263,1.659626,0.939919,0.441696,0.017907,0.217545,1.273028,98.663803,0.000291,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017092542_09a,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
27,11:27:56,13,10/17/24,Albany,M Sturchio,Control,Radish,0.388857,2.921811,0.343183,4.895909,0.892212,0.797816,2.325918,1.433706,7.81361,8.738093,22.779446,0.29853,1.8,PSF-00495_20241017112756_24a,0,0,0,98.264694,127.119537,0.22699,0.5,0.8,179.195938,1,43.62,39.01,17.8,19.86,19.86,102.11,156.7,156.7,0,1974,3.681,11:19:22,10/17/24,0,1,0.001,-0.002,0.011,-0.291,-0.474,-0.584,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.487066,2.435232,1.659642,0.935355,0.364008,0.022535,0.244844,1.766653,98.264694,0.00028,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017112756_24a,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
84,9:59:32,11,10/17/24,Albany,M Sturchio,Control,Radish,0.25172,2.919781,0.231741,2.461067,0.886277,0.838777,1.954892,1.068614,8.219715,8.685205,19.157248,0.29853,1.8,PSF-00495_20241017095932_397,0,0,0,86.570267,112.025497,0.227227,0.5,0.8,140.56781,1,52.72,49.9,14.72,17.08,17.08,102.04,156.5,156.6,-0.1,1547,3.685,9:53:48,10/17/24,-0.33,1,0.001,-0.001,-0.022,-0.22,-0.342,-0.997,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.503683,2.448584,1.657535,0.934902,0.412016,0.025583,0.442964,1.407702,86.570267,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017095932_397,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
12,11:13:47,13,10/16/24,Albany,M Sturchio,AV,Radish,0.353852,2.920526,0.315612,3.905138,0.831105,0.756264,2.067028,1.235923,7.462933,8.201481,20.397764,0.29853,1.8,PSF-00495_20241016111347_36a,0,0,0,98.985672,128.114105,0.227363,0.5,0.8,188.110062,1,48.17,43.84,15.13,17.97,17.97,101.34,156.6,158.2,-1,2068,3.899,11:06:51,10/16/24,-0.13,1,-0.003,0.002,-0.006,-0.76,-0.479,1.403,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.494781,2.442131,1.658306,0.938941,0.405383,0.030829,0.274827,1.846315,98.985672,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016111347_36a,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
90,11:59:41,13,10/17/24,Albany,M Sturchio,AV,Spinach,0.275002,2.921671,0.251344,4.764776,0.89751,0.805665,2.797557,1.900048,7.892792,8.792564,27.406612,0.29853,1.8,PSF-00495_20241017115941_fbc,0,0,0,103.222488,133.608337,0.227425,0.5,0.8,181.10733,1,41.13,36.92,18.83,22.87,22.87,102.08,156.7,157.7,-0.7,1991,3.642,11:50:37,10/17/24,-0.19,1,0.002,-0.003,0.015,-0.662,-1.628,-3.411,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.483737,2.43186,1.659496,0.937911,0.349201,0.044889,0.454976,1.781141,103.222488,0.000295,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017115941_fbc,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
11,9:14:59,11,10/17/24,Albany,M Sturchio,AV,Radish,0.570519,2.920747,0.477289,4.339501,0.783703,0.699896,1.700519,0.916816,6.856351,7.677337,16.658688,0.29853,1.8,PSF-00495_20241017091459_8cc,0,0,0,98.747131,128.151291,0.229449,0.5,0.8,113.528503,1,52.43,46.82,12.91,14.9,14.9,102.08,156.6,155.5,0.7,1237,3.742,9:10:24,10/17/24,-0.17,1,-0.003,-0.002,0.024,0.413,0.84,0.694,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.49965,2.448369,1.658537,0.932132,0.443083,0.021458,0.129779,1.147486,98.747131,0.000282,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017091459_8cc,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
19,9:21:37,11,10/17/24,Albany,M Sturchio,AV,Radicchio,0.173502,2.919671,0.16377,2.045629,0.774336,0.734797,2.031749,1.257413,7.198969,7.586344,19.905502,0.29853,1.8,PSF-00495_20241017092137_a37,0,0,0,99.871872,129.611847,0.229454,0.5,0.8,164.898712,1,51.6,48.96,12.97,17.69,17.69,102.07,156.5,159.2,-1.7,1797,3.73,9:21:06,10/17/24,-0.17,1,-0.004,-0.004,-9999,0.632,0.757,-9999,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.502748,2.447251,1.657421,0.94154,0.442016,0.050843,0.184826,1.617905,99.871872,0.000275,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017092137_a37,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
79,9:57:41,11,10/17/24,Albany,M Sturchio,Control,Radish,0.315543,2.920285,0.284772,3.422668,0.817394,0.751311,2.026846,1.209451,7.362136,8.009686,19.861156,0.29853,1.8,PSF-00495_20241017095741_64e,0,0,0,103.952408,134.916183,0.229504,0.5,0.8,171.771744,1,48.64,44.71,14.72,17.66,17.66,102.05,156.5,158.5,-1.3,1871,3.687,9:53:48,10/17/24,-0.33,1,-0.011,-0.002,-0.012,0.16,0.12,0.927,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.496154,2.443113,1.658057,0.9398,0.412101,0.031823,0.432237,1.680507,103.952408,0.000286,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017095741_64e,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
74,11:52:00,13,10/17/24,Albany,M Sturchio,AV,Radish,0.299493,2.920639,0.271639,3.869952,0.825436,0.750707,2.258073,1.432637,7.35259,8.084505,22.116074,0.29853,1.8,PSF-00495_20241017115200_eb7,0,0,0,129.35936,167.93132,0.229689,0.5,0.8,174.835007,1,38.9,35.38,18.39,19.38,19.38,102.1,156.6,156.3,0.2,1903,3.65,11:50:37,10/17/24,-0.19,1,0.002,0.001,0.024,-0.909,-2.47,-4.577,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.481488,2.42884,1.658423,0.934228,0.355534,0.010911,0.409274,1.707264,129.35936,0.000296,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017115200_eb7,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
20,11:25:44,13,10/17/24,Albany,M Sturchio,Control,Radish,0.18039,2.920083,0.169895,1.881817,0.843948,0.807604,1.959241,1.115293,7.91047,8.266465,19.190748,0.29853,1.8,PSF-00495_20241017112544_367,0,0,0,236.495728,307.034973,0.229743,0.5,0.8,132.529648,1,41.18,39.41,17.83,17.12,17.12,102.09,156.5,156.6,-0.1,1442,3.686,11:19:22,10/17/24,0,1,-0.005,-0.004,-9999,-2.087,-1.838,-9999,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.487663,2.431865,1.657848,0.934984,0.363569,-0.007454,0.227554,1.319944,236.495728,0.000291,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017112544_367,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
22,13:17:51,15,10/17/24,Albany,M Sturchio,Control,Radish,0.501516,2.920523,0.428016,6.227537,0.850419,0.730169,2.313128,1.462709,7.150576,8.328193,22.652576,0.29853,1.8,PSF-00495_20241017131751_b95,0,0,0,95.083237,123.738167,0.231577,0.5,0.8,168.309448,1,36.21,31.09,20.01,19.77,19.77,102.11,156.6,157,-0.3,1817,3.638,13:09:19,10/17/24,-0.13,1,0,-0.004,0.014,-0.705,-1.464,-2.605,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.47464,2.424725,1.658304,0.936056,0.333038,-0.002702,0.232828,1.63501,95.083237,0.000288,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017131751_b95,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
82,11:54:33,13,10/17/24,Albany,M Sturchio,AV,Radicchio,0.153024,2.920946,0.145407,2.958164,0.859039,0.801956,2.897767,2.038728,7.855321,8.41447,28.38423,0.29853,1.8,PSF-00495_20241017115433_ad8,0,0,0,79.113007,103.006485,0.231961,0.5,0.8,186.418228,1,40.34,37.66,18.44,23.45,23.45,102.09,156.6,157.9,-0.8,2009,3.647,11:50:37,10/17/24,-0.19,1,-0.002,-0.003,-9999,0.213,0.529,-9999,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.48492,2.430834,1.658743,0.938272,0.354716,0.055875,0.424563,1.796529,79.113007,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017115433_ad8,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
56,9:48:00,11,10/17/24,Albany,M Sturchio,Control,Spinach,0.103915,2.920368,0.100344,1.303818,0.797776,0.772597,2.105062,1.307285,7.569819,7.816526,20.625168,0.29853,1.8,PSF-00495_20241017094800_3d2,0,0,0,114.431259,149.04892,0.232257,0.5,0.8,169.136703,1,48.43,46.9,14.41,18.26,18.26,102.06,156.5,158.6,-1.3,1821,3.699,9:43:17,10/17/24,-0.43,1,0.002,0.001,-0.014,-0.087,-0.249,-0.311,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.499419,2.443028,1.658143,0.940185,0.41723,0.041674,0.373563,1.638023,114.431259,0.000294,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017094800_3d2,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
14,9:17:09,11,10/17/24,Albany,M Sturchio,AV,Radish,0.323366,2.923576,0.291162,2.463962,0.757716,0.710222,1.611605,0.853889,6.957027,7.422258,15.786581,0.29853,1.8,PSF-00495_20241017091709_f19,0,0,0,104.275703,135.971542,0.233106,0.5,0.8,126.054649,1,50.62,47.45,12.94,14.07,14.07,102.09,156.9,158.7,-1.1,1352,3.737,9:10:24,10/17/24,-0.17,1,0.006,0.003,-0.015,-0.054,-0.109,-0.039,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.500555,2.445939,1.661482,0.940254,0.442701,0.012491,0.148644,1.244088,104.275703,0.000274,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017091709_f19,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
85,11:52:52,13,10/16/24,Albany,M Sturchio,Control,Spinach,0.193271,2.921254,0.181277,2.376734,0.778056,0.732506,2.08796,1.309904,7.228094,7.677565,20.60321,0.29853,1.8,PSF-00495_20241016115252_9b5,0,0,0,99.717377,130.067108,0.233339,0.5,0.8,173.233368,1,43.1,40.57,15.83,18.13,18.13,101.34,156.6,158.2,-1,1856,3.852,11:50:50,10/16/24,-0.2,1,-0.003,-0.003,-0.016,0.039,-0.083,-0.259,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.489803,2.435159,1.659063,0.939089,0.393997,0.024958,0.520551,1.66782,99.717377,0.000281,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241016115252_9b5,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
24,11:26:54,13,10/17/24,Albany,M Sturchio,Control,Radish,0.216656,2.921472,0.201698,2.881486,0.847151,0.791563,2.283299,1.436147,7.753387,8.297879,22.365,0.29853,1.8,PSF-00495_20241017112654_477,0,0,0,93.986748,122.745392,0.234295,0.5,0.8,171.423859,1,41.37,38.66,17.82,19.56,19.56,102.09,156.7,157.8,-0.7,1829,3.682,11:19:22,10/17/24,0,1,0.003,0.002,0.041,-0.319,-0.524,0.206,1,150,0.005,2,0.16585,0,0.02923,0,0,-0.000068,standard,0,rectangular,7000,500,-9999,-9999,55537,55537,55537,0,-9999,0,0,0,0,2.486544,2.432132,1.659289,0.938075,0.363762,0.019077,0.236658,1.645225,93.986748,0.000293,2.419613,-0.000027,1,2.365493,-0.000018,1,0.60179,0.602419,0.107779,0,PSF-00495_20241017112654_477,PFA-00525,PSA-00537,PSF-00495,RHS-0718,3.0.0,2024-10-15T11:49:10.185Z
