plot.code.2024,plot.code.2025,row,type,date,marketability,treatment,number,shoot.mass,root.mass ,smallest.diameter,largest.diameter,herbivory,splitting,pitting,chambering,russeting,foliage.herbivory,too.small,notes,dhoot.dry.biomass,root.dry.biomass
P8,P5,East,New Emergence,10/29/24, Unmarketable,PV,1,5.9,10.5,1.1,1.1,1,,,,,,,,0.6,1
P8,P5,Center,New Emergence,10/29/24,Marketable,PV,1,4.7,6.8,0.9,0.9,,,,,,,,,0.4,0.6
P8,P5,Center,New Emergence,10/29/24, Unmarketable,PV,1,8.6,18,1.3,1.3,1,,1,,1,,,,0.8,1.3
P8,P5,West,New Emergence,10/29/24,Marketable,PV,,,,,,,,,,,,,,,
P8,P5,West,New Emergence,10/29/24, Unmarketable,PV,2,14.2,19.6,1,1,2,,1,,1,,,,1.4,1.6
P8,P5,East,Standard,10/29/24,Marketable,PV,,,,,,,,,,,,,,,
P8,P5,East,Standard,10/29/24,Unmarketable,PV,1,13.9,13.2,0.8,0.8,1,,,,1,,,,1.3,1.1
P8,P5,Center,Standard,10/29/24,Marketable,PV,,,,,,,,,,,,,,,
P8,P5,Center,Standard,10/29/24,Unmarketable,PV,3,43.1,54.3,1,1.5,3,1,,,1,,,,3.7,3.8
P8,P5,West,Standard,10/29/24,Marketable,PV,,,,,,,,,,,,,,,
P8,P5,West,Standard,10/29/24,Unmarketable,PV,2,26.6,41.5,1.2,1.4,2,,,,,,,,2.4,2.7
P8,P5,East,Weedy Check,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P8,P5,East,Weedy Check,11/5/24, Unmarketable,PV,2,15.6,30.5,0.9,1.2,2,1,1,0,2,0,,,1.542,2.448
P8,P5,Center,Weedy Check,11/5/24,Marketable,PV,1,6.9,8.4,0.9,0.9,1,0,0,0,1,0,,,0.718,0.756
P8,P5,Center,Weedy Check,11/5/24, Unmarketable,PV,0,,,,,,,,,,,,,,
P8,P5,West,Weedy Check,11/5/24,Marketable,PV,1,8.1,11.1,1,1,1,0,0,0,1,0,,,0.794,0.919
P8,P5,West,Weedy Check,11/5/24, Unmarketable,PV,1,9,11.4,0.9,0.9,0,0,0,0,1,0,,,0.89,1.024
P8,P5,East,New Emergence,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P8,P5,East,New Emergence,11/5/24, Unmarketable,PV,2,14.8,20.7,0.9,1,2,1,0,0,2,0,,,1.503,2.006
P8,P5,Center,New Emergence,11/5/24,Marketable,PV,,,,,,,,,,,,,,,
P8,P5,Center,New Emergence,11/5/24, Unmarketable,PV,1,5.6,10.6,0.9,0.9,1,0,0,0,1,0,,,0.671,1.065
P8,P5,West,New Emergence,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P8,P5,West,New Emergence,11/5/24, Unmarketable,PV,0,,,,,,,,,,,,,,
P8,P5,East,Standard,11/5/24,Marketable,PV,2,18.3,25.1,0.9,1,2,0,0,0,0,0,,bag only has 2 unmark shoots,,
P8,P5,East,Standard,11/5/24,Unmarketable,PV,1,8.8,14.4,1,1,1,0,0,0,1,0,,,1.926,
P8,P5,Center,Standard,11/5/24,Marketable,PV,1,8.1,10.4,0.8,0.8,1,0,0,0,1,0,,0.808,0.835,
P8,P5,Center,Standard,11/5/24,Unmarketable,PV,2,24,45.5,1.2,1.4,2,0,0,0,1,1,,2.459,3.362,
P8,P5,West,Standard,11/5/24,Marketable,PV,,,,,,,,,,,,,,,
P8,P5,West,Standard,11/5/24,Unmarketable,PV,1,10.1,18.3,1.1,1.1,1,0,0,,0,0,,,1.273,1.615
P8,P5,East,Weedy Check,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P8,P5,East,Weedy Check,11/12/24, Unmarketable,PV,0,,,,,,,,,,,,,,
P8,P5,Center,Weedy Check,11/12/24,Marketable,PV,3,15.8,27.2,0.8,1,3,0,0,0,0,0,,,1.382,2.065
P8,P5,Center,Weedy Check,11/12/24, Unmarketable,PV,1,5.3,9.4,1,1,1,1,0,0,1,0,,,0.562,0.879
P8,P5,West,Weedy Check,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P8,P5,West,Weedy Check,11/12/24, Unmarketable,PV,3,24.5,29.8,0.9,1,3,1,0,0,2,0,,,2.518,2.724
P8,P5,East,New Emergence,11/12/24,Marketable,PV,1,4,6.6,0.9,0.9,1,0,0,0,1,0,,,0.419,0.663
P8,P5,East,New Emergence,11/12/24, Unmarketable,PV,1,7.5,10.1,1,1,1,0,0,0,1,0,,,0.767,0.968
P8,P5,Center,New Emergence,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P8,P5,Center,New Emergence,11/12/24, Unmarketable,PV,1,4.3,9.9,0.8,0.8,1,0,0,1,1,0,,,0.451,0.899
P8,P5,West,New Emergence,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P8,P5,West,New Emergence,11/12/24, Unmarketable,PV,2,19.9,21.1,1,1,2,0,0,0,2,0,,,2.052,2.215
P8,P5,East,Standard,11/12/24,Marketable,PV,1,8.3,8.1,0.9,0.9,0,0,0,0,0,0,,,0.779,0.754
P8,P5,East,Standard,11/12/24,Unmarketable,PV,1,7.3,11.3,1,1,1,0,0,0,1,0,,,0.739,0.894
P8,P5,Center,Standard,11/12/24,Marketable,PV,,,,1,,,,,,,,,,,
P8,P5,Center,Standard,11/12/24,Unmarketable,PV,,,,,,,,,,,,,,,
P8,P5,West,Standard,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P8,P5,West,Standard,11/12/24,Unmarketable,PV,1,7.9,4.7,0.6,0.6,0,0,0,0,1,0,,deformed,0.965,0.631
P8,P5,East,Weedy Check,12/2/24,Marketable,PV,,,,,,,,,,,,,,,
P8,P5,East,Weedy Check,12/2/24, Unmarketable,PV,3,3,6.5,0.27,0.55,3,,,,3,,,,0.434,0.615
P8,P5,Center,Weedy Check,12/2/24,Too small,PV,2,1.5,0.1,,,,,,,,,,,0.161,0.037
P8,P5,Center,Weedy Check,12/2/24, Unmarketable,PV,3,4.2,2.9,0.26,0.46,3,,1,,2,,,,0.504,0.195
P8,P5,West,Weedy Check,12/2/24,Too small,PV,3,2.4,1,,,,,,,,,,,0.279,0.118
P8,P5,West,Weedy Check,12/2/24, Unmarketable,PV,,,,,,,,,,,,,,,
P8,P5,East,New Emergence,12/2/24,Marketable,PV,3,3.2,0.7,,,,,,,,,,,,
P8,P5,East,New Emergence,12/2/24, Unmarketable,PV,3,7.2,18.1,0.75,0.92,3,,,,2,,,,,
P8,P5,Center,New Emergence,12/2/24,Marketable,PV,1,5.1,5.2,0.88,0.88,,,,,1,,,,0.565,0.446
P8,P5,Center,New Emergence,12/2/24,Too small,PV,1,2.9,0.9,0.82,0.82,,,,,,,,,0.361,0.118
P8,P5,Center,New Emergence,12/2/24, Unmarketable,PV,1,3.6,5.1,0.85,0.85,1,,,,1,,,,0.389,0.495
P8,P5,West,New Emergence,12/2/24,Too small,PV,2,2.3,0.4,,,,,,,,,,,0.279,0.055
P8,P5,West,New Emergence,12/2/24, Unmarketable,PV,4,3.8,12.1,0.31,0.8,2,,1,,4,,,,0.491,0.851
P8,P5,East,Standard,12/2/24,Too small,PV,1,1.3,0.4,,,,,,,,,,,0.207,0.047
P8,P5,East,Standard,12/2/24,Unmarketable,PV,1,1.3,0.7,1.34,1.34,1,,,,,,,,0.236,0.081
P8,P5,Center,Standard,12/2/24,Marketable,PV,,,,,,,,,,,,,,,
P8,P5,Center,Standard,12/2/24,Unmarketable,PV,3,5.7,9,0.25,0.95,3,,,,2,,,,0.817,0.858
P8,P5,West,Standard,12/2/24,Too small,PV,6,6.5,2.8,,,,,,,,,,,0.766,0.34
P8,P5,West,Standard,12/2/24,Unmarketable,PV,2,6.2,7.3,0.58,0.71,2,,,,2,,,,0.774,0.714
P9,P6,East,Weedy Check,10/29/24,Marketable,PV,,,,,,,,,,,,,,,
P9,P6,East,Weedy Check,10/29/24,Unmarketable,PV,1,16.2,31.8,1.4,1.4,1,,,,,,,,1.6,2.3
P9,P6,Center,Weedy Check,10/29/24,Marketable,PV,1,18.5,25.1,1.3,1.3,1,,,,1,,,,1.6,1.7
P9,P6,Center,Weedy Check,10/29/24,Unmarketable,PV,3,42.7,68.2,1.1,1.3,3,,,,3,,,,3.7,4.4
P9,P6,West,Weedy Check,10/29/24,Marketable,PV,3,56.9,47.4,0.9,1.1,,,,,2,,,,4.7,3.3
P9,P6,West,Weedy Check,10/29/24,Unmarketable,PV,,,,,,,,,,,,,,,
P9,P6,East,New Emergence,10/29/24,Marketable,PV,4,65.3,70.4,0.8,1.2,3,,,,4,,,,5.5,4.8
P9,P6,East,New Emergence,10/29/24,Unmarketable,PV,,,,,,,,,,,,,,,
P9,P6,Center,New Emergence,10/29/24,Marketable,PV,1,21.1,25.7,1.3,1.3,,,,,1,,,,1.9,1.8
P9,P6,Center,New Emergence,10/29/24,Unmarketable,PV,1,24.5,39.5,1.4,1.4,1,,,,1,,,,2.1,2.3
P9,P6,West,New Emergence,10/29/24,Marketable,PV,2,24.8,25.9,1,1,,,,,2,,,,2.2,1.8
P9,P6,West,New Emergence,10/29/24,Unmarketable,PV,1,14.8,38.9,1.4,1.4,,,,,1,,,,1.3,2.4
P9,P6,East,Standard,10/29/24,Marketable,PV,1,10.4,17.2,1,1,,,,,1,,,,0.9,1.1
P9,P6,East,Standard,10/29/24,Unmarketable,PV,2,26,46.7,1.1,1.3,2,,,,2,,,,2.4,3.3
P9,P6,Center,Standard,10/29/24,Marketable,PV,1,15.2,12.3,1,1,,,,,1,,,,1.2,0.8
P9,P6,Center,Standard,10/29/24,Unmarketable,PV,1,15.8,19.9,1.3,1.3,1,,,,1,,,,1.5,1.4
P9,P6,West,Standard,10/29/24,Marketable,PV,4,57.5,74.2,0.8,1.2,1,,,,3,,,,5.2,4.9
P9,P6,West,Standard,10/29/24,Unmarketable,PV,3,50.8,62.3,1,1.2,3,,,,2,,,,4.4,4.2
P9,P6,East,Weedy Check,11/5/24,Marketable,PV,1,12.2,11.5,1.1,1.1,0,0,0,0,1,0,,,1.223,1.1
P9,P6,East,Weedy Check,11/5/24,Unmarketable,PV,1,9.9,11,0.9,0.9,0,1,1,0,1,0,,,1.008,0.941
P9,P6,Center,Weedy Check,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,Center,Weedy Check,11/5/24,Unmarketable,PV,2,33.2,33.5,1.1,1.3,2,0,0,0,2,0,,,3.372,2.943
P9,P6,West,Weedy Check,11/5/24,Marketable,PV,3,45.7,53.2,1,1.2,2,0,0,0,2,0,,,3.988,3.828
P9,P6,West,Weedy Check,11/5/24,Unmarketable,PV,2,35.6,37.5,1,1.2,2,0,0,0,2,0,,,3.112,2.932
P9,P6,East,New Emergence,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,East,New Emergence,11/5/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P9,P6,Center,New Emergence,11/5/24,Marketable,PV,1,20.9,28.3,1.3,1.3,1,0,0,1,1,0,,,1.885,2.087
P9,P6,Center,New Emergence,11/5/24,Unmarketable,PV,1,9.7,14.8,1.2,1.2,1,0,0,0,1,0,,,0.869,1.144
P9,P6,West,New Emergence,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,West,New Emergence,11/5/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P9,P6,East,Standard,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,East,Standard,11/5/24,Unmarketable,PV,1,17,22.7,1.1,1.1,1,0,0,0,1,0,,,1.823,2.106
P9,P6,Center,Standard,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,Center,Standard,11/5/24,Unmarketable,PV,2,25.5,26.5,1,1.1,2,0,0,0,2,0,,,2.548,2.249
P9,P6,West,Standard,11/5/24,Marketable,PV,2,44,31.9,0.9,1.2,1,0,0,0,2,0,,,3.804,2.706
P9,P6,West,Standard,11/5/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P9,P6,East,Weedy Check,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,East,Weedy Check,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P9,P6,Center,Weedy Check,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,Center,Weedy Check,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P9,P6,West,Weedy Check,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,West,Weedy Check,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P9,P6,East,New Emergence,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,East,New Emergence,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P9,P6,Center,New Emergence,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,Center,New Emergence,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P9,P6,West,New Emergence,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,West,New Emergence,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P9,P6,East,Standard,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,East,Standard,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P9,P6,Center,Standard,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P9,P6,Center,Standard,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P9,P6,West,Standard,11/12/24,Marketable,PV,1,9.5,7.4,0.9,0.9,0,0,0,0,1,0,,,1.062,0.716
P9,P6,West,Standard,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P9,P6,East,Weedy Check,12/2/24,Too small,PV,2,1.4,0.4,,,,,,,,,,Leaf damage for ,0.293,0.077
P9,P6,East,Weedy Check,12/2/24,Unmarketable,PV,1,1.2,6,0.67,0.67,1,,,,1,,,,0.355,0.411
P9,P6,Center,Weedy Check,12/2/24,Too small,PV,2,1.7,0.5,,,,,,,,,,,0.221,0.071
P9,P6,Center,Weedy Check,12/2/24,Unmarketable,PV,2,2.7,2.6,0.23,0.45,2,,,,2,,,,0.365,0.291
P9,P6,West,Weedy Check,12/2/24,Too small,PV,2,0.8,0.1,,,,,,,,,,,0.191,0.055
P9,P6,West,Weedy Check,12/2/24,Unmarketable,PV,,,,,,,,,,,,,,,
P9,P6,East,New Emergence,12/2/24,Marketable,PV,,,,,,,,,,,,,N/A,,
P9,P6,East,New Emergence,12/2/24,Unmarketable,PV,,,,,,,,,,,,,N/A,,
P9,P6,Center,New Emergence,12/2/24,Too small,PV,2,0.2,0.6,,,,,,,,,,,0.027,0.045
P9,P6,Center,New Emergence,12/2/24,Unmarketable,PV,5,9.7,12.9,0.78,0.36,5,,,,2,,,,0.923,0.807
P9,P6,West,New Emergence,12/2/24,Marketable,PV,,,,,,,,,,,,,,,
P9,P6,West,New Emergence,12/2/24,Unmarketable,PV,4,4,3.3,0.25,0.31,,,,,,,,,0.617,0.336
P9,P6,East,Standard,12/2/24,Too small,PV,2,2.1,0.5,,,,,,,,,,,0.289,0.068
P9,P6,East,Standard,12/2/24,Unmarketable,PV,1,1.3,3.8,0.64,0.64,1,,,,1,,,,0.197,0.278
P9,P6,Center,Standard,12/2/24,Too small,PV,3,2.8,1.5,,,,,,,,,,,0.421,0.199
P9,P6,Center,Standard,12/2/24,Unmarketable,PV,,,,,,,,,,,,,,,
P9,P6,West,Standard,12/2/24,too small,PV,1,1.8,0.3,,,,,,,,,,,0.342,0.042
P9,P6,West,Standard,12/2/24,Unmarketable,PV,,,,,,,,,,,,,,,
P10,P7,East,Weedy Check,10/29/24,Marketable,PV,1,9.7,13.2,0.9,0.9,1,,,,1,,,,1,1
P10,P7,East,Weedy Check,10/29/24,Unmarketable,PV,,,,,,,,,,,,,,,
P10,P7,Center,Weedy Check,10/29/24,Marketable,PV,2,17.6,23.8,0.8,1,2,,,,1,,,,0.9,1
P10,P7,Center,Weedy Check,10/29/24,Unmarketable,PV,1,9.3,14.4,1,1,1,,,,1,,,,1.7,1.6
P10,P7,West,Weedy Check,10/29/24,Marketable,PV,,,,,,,,,,,,,,,
P10,P7,West,Weedy Check,10/29/24,Unmarketable,PV,1,6.7,12.3,1,1,1,,,1,,,,,,0.9
P10,P7,East,New Emergence,10/29/24,Marketable,PV,,,,,,,,,,,,,,,
P10,P7,East,New Emergence,10/29/24,Unmarketable,PV,3,20.3,43.5,1,1.1,3,,1,,2,,,,2.3,3.2
P10,P7,Center,New Emergence,10/29/24,Marketable,PV,,,,,,,,,,,,,,,
P10,P7,Center,New Emergence,10/29/24,Unmarketable,PV,1,5,13.3,1.2,1.2,1,,,,1,,,,0.6,1
P10,P7,West,New Emergence,10/29/24,Marketable,PV,1,7.1,8.9,0.8,0.8,,,,,1,,,,0.9,0.8
P10,P7,West,New Emergence,10/29/24,Unmarketable,PV,1,3.2,7.8,0.8,0.8,1,,,,1,,,,0.4,0.6
P10,P7,East,Standard,10/29/24,Marketable,PV,1,5.6,11.5,0.8,0.8,,,,,1,,,,0.7,0.9
P10,P7,East,Standard,10/29/24,Unmarketable,PV,,,,,,,,,,,,,,,
P10,P7,Center,Standard,10/29/24,Marketable,PV,,,,,,,,,,,,,,,
P10,P7,Center,Standard,10/29/24,Unmarketable,PV,2,16.6,29.2,1,1,2,,,,2,,,,1.8,2.2
P10,P7,West,Standard,10/29/24,Marketable,PV,1,6.4,9.1,0.9,0.9,1,,,,,,,,0.7,0.7
P10,P7,West,Standard,10/29/24,Unmarketable,PV,1,5.1,7.9,0.9,0.9,1,,,,1,,,,0.5,0.5
P10,P7,East,Weedy Check,11/5/24,Marketable,PV,1,7.6,8.5,0.8,0.8,0,0,1,0,1,0,,,0.959,0.779
P10,P7,East,Weedy Check,11/5/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P10,P7,Center,Weedy Check,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P10,P7,Center,Weedy Check,11/5/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P10,P7,West,Weedy Check,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P10,P7,West,Weedy Check,11/5/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P10,P7,East,New Emergence,11/5/24,Marketable,PV,1,5.5,6.6,0.8,0.8,0,0,0,0,1,0,,,0.613,0.568
P10,P7,East,New Emergence,11/5/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P10,P7,Center,New Emergence,11/5/24,Marketable,PV,2,19.7,25.7,0.8,1.1,2,0,0,0,2,0,,,1.932,1.965
P10,P7,Center,New Emergence,11/5/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P10,P7,West,New Emergence,11/5/24,Marketable,PV,1,6.8,6.4,0.9,0.9,0,0,0,0,1,0,,,0.698,0.611
P10,P7,West,New Emergence,11/5/24,Unmarketable,PV,2,13.5,23.9,0.8,1.1,1,1,1,0,2,2,,,1.416,1.949
P10,P7,East,Standard,11/5/24,Marketable,PV,1,8.8,12.2,0.9,0.9,0,0,0,0,1,0,,2 bags labeled as mark roots,,
P10,P7,East,Standard,11/5/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P10,P7,Center,Standard,11/5/24,Marketable,PV,1,13.5,25.1,1.2,1.2,1,0,0,0,0,0,,,1.329,1.958
P10,P7,Center,Standard,11/5/24,Unmarketable,PV,1,8.4,15.3,0.9,0.9,1,0,0,0,1,0,,,0.85,1.257
P10,P7,West,Standard,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P10,P7,West,Standard,11/5/24,Unmarketable,PV,2,20.7,32.9,0.9,1.1,2,0,0,0,2,0,,,1.977,2.517
P10,P7,East,Weedy Check,11/12/24,Marketable,PV,1,6.3,11.6,0.9,0.9,0,0,0,0,1,0,,,0.625,0.888
P10,P7,East,Weedy Check,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P10,P7,Center,Weedy Check,11/12/24,Marketable,PV,1,5.9,6.7,0.8,0.8,1,0,0,0,0,0,,,0.659,0.565
P10,P7,Center,Weedy Check,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P10,P7,West,Weedy Check,11/12/24,Marketable,PV,1,3.1,9.3,1,1,1,0,0,0,1,0,,,0.295,0.718
P10,P7,West,Weedy Check,11/12/24,Unmarketable,PV,1,4.1,4.9,0.6,0.6,1,0,0,0,1,0,,banding,0.408,0.441
P10,P7,East,New Emergence,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P10,P7,East,New Emergence,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P10,P7,Center,New Emergence,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P10,P7,Center,New Emergence,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P10,P7,West,New Emergence,11/12/24,Marketable,PV,3,15.1,31.7,0.8,1,2,0,1,0,2,1,,,1.531,2.329
P10,P7,West,New Emergence,11/12/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P10,P7,East,Standard,11/12/24,Marketable,PV,1,7.5,6,0.8,0.8,0,0,0,0,1,0,,,0.87,0.565
P10,P7,East,Standard,11/12/24,Unmarketable,PV,2,12.5,15.2,0.8,0.8,2,1,0,0,2,0,,big bite,1.332,1.357
P10,P7,Center,Standard,11/12/24,Marketable,PV,0,,,,,,,,,,,,,,
P10,P7,Center,Standard,11/12/24,Unmarketable,PV,2,11.6,19.7,0.9,0.9,2,0,1,0,1,0,,,1.235,1.593
P10,P7,West,Standard,11/12/24,Marketable,PV,1,6.2,13.3,1.1,1.1,1,0,0,0,1,0,,,0.691,1.015
P10,P7,West,Standard,11/12/24,Unmarketable,PV,1,3.4,7.2,0.7,0.7,1,0,0,0,1,1,,,0.381,0.666
P10,P7,East,Weedy Check,12/2/24,Too small,PV,4,2.8,1.3,,,,,,,,,,,0.417,0.189
P10,P7,East,Weedy Check,12/2/24,Unmarketable,PV,8,10.9,24.7,0.33,0.74,5,,,1,7,,,,1.491,2.109
P10,P7,Center,Weedy Check,12/2/24,Too small,PV,2,1.7,0.6,,,,,,,,,,,0.281,0.097
P10,P7,Center,Weedy Check,12/2/24,Unmarketable,PV,4,5.7,5.3,0.36,0.6,1,,,,4,,,,0.761,0.534
P10,P7,West,Weedy Check,12/2/24,Too small,PV,2,1.2,0.4,,,,,,,,,,,0.195,0.048
P10,P7,West,Weedy Check,12/2/24,Unmarketable,PV,4,3.8,7.3,0.33,0.55,1,,1,,4,,,,0.679,0.727
P10,P7,East,New Emergence,12/2/24,Too small,PV,2,1.7,0.6,,,,,,,,,,,0.289,0.101
P10,P7,East,New Emergence,12/2/24,Unmarketable,PV,3,1.8,6.1,0.49,0.51,1,,,,3,,,,0.394,0.505
P10,P7,Center,New Emergence,12/2/24,Marketable,PV,,,,,,,,,,,,,,,
P10,P7,Center,New Emergence,12/2/24,Unmarketable,PV,2,1.6,5.5,0.29,0.7,2,,,,1,,,,0.424,0.489
P10,P7,West,New Emergence,12/2/24,Marketable,PV,,,,,,,,,,,,,,,
P10,P7,West,New Emergence,12/2/24,Unmarketable,PV,2,1.2,5.3,0.35,0.74,1,,,,2,,,,0.284,0.433
P10,P7,East,Standard,12/2/24,Too small,PV,1,0.5,0.1,0.39,0.39,,,,,,,,,0.217,0.028
P10,P7,East,Standard,12/2/24,Unmarketable,PV,1,1.2,1.5,,,,,,,,,,,0.103,0.179
P10,P7,Center,Standard,12/2/24,Marketable,PV,,,,,,,,,,,,,,,
P10,P7,Center,Standard,12/2/24,Unmarketable,PV,3,2.6,12.1,,,3,,,,1,,,,0.519,0.947
P10,P7,West,Standard,12/2/24,Too small,PV,4,0.6,0.2,,,,,,,,,,,0.205,0.074
P10,P7,West,Standard,12/2/24,Unmarketable,PV,,,,,,,,,,,,,,,
P11,P8,East,Weedy Check,10/29/24,Marketable,PV,1,14.1,27.8,1.2,1.2,1,,,,1,,,,1.4,1.9
P11,P8,East,Weedy Check,10/29/24,Unmarketable,PV,1,13.2,23.9,1,1,1,,,,,,,,1.3,1.7
P11,P8,Center,Weedy Check,10/29/24,Marketable,PV,0,,,,,,,,,,,,,,
P11,P8,Center,Weedy Check,10/29/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P11,P8,West,Weedy Check,10/29/24,Marketable,PV,,,,,,,,,,,,,,,
P11,P8,West,Weedy Check,10/29/24,Unmarketable,PV,1,8.8,20.9,1.1,1.1,1,,,,1,,,,0.7,1.5
P11,P8,East,New Emergence,10/29/24,Marketable,PV,1,20.4,31.3,1.2,1.2,1,,,,1,,,,2,2.3
P11,P8,East,New Emergence,10/29/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P11,P8,Center,New Emergence,10/29/24,Marketable,PV,0,,,,,,,,,,,,,,
P11,P8,Center,New Emergence,10/29/24,Unmarketable,PV,1,7.7,15.5,1.1,1.1,1,,1,,1,,,,0.7,1.1
P11,P8,West,New Emergence,10/29/24,Marketable,PV,,,,,,,,,,,,,,,
P11,P8,West,New Emergence,10/29/24,Unmarketable,PV,2,22.5,37.3,1.1,1.3,2,,,,2,,,,2.1,2.7
P11,P8,East,Standard,10/29/24,Marketable,PV,1,8.3,12.4,1.1,1.1,1,,,,1,,,,0.7,0.9
P11,P8,East,Standard,10/29/24,Unmarketable,PV,1,10.3,18.9,1,1,1,,,,1,,,,0.9,1.4
P11,P8,Center,Standard,10/29/24,Marketable,PV,1,5.9,6.3,0.8,0.8,,,,,,,,,0.6,0.5
P11,P8,Center,Standard,10/29/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P11,P8,West,Standard,10/29/24,Marketable,PV,1,8.9,18.3,1.2,1.2,1,,,,,,,,0.7,1.3
P11,P8,West,Standard,10/29/24,Unmarketable,PV,1,9.9,12.7,0.8,0.8,,,,,1,,,,1,1
P11,P8,East,Weedy Check,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P11,P8,East,Weedy Check,11/5/24,Unmarketable,PV,1,10.9,21.5,1.3,1.3,1,0,0,1,1,0,,,0.895,1.388
P11,P8,Center,Weedy Check,11/5/24,Marketable,PV,2,26.3,33.1,0.9,1.2,2,0,0,0,2,0,,,2.095,2.259
P11,P8,Center,Weedy Check,11/5/24,Unmarketable,PV,3,47.3,56.2,1.1,1.2,3,0,0,0,3,1,,,3.744,4.264
P11,P8,West,Weedy Check,11/5/24,Marketable,PV,2,29.8,40.7,1.2,1.2,1,0,0,0,2,0,,,2.187,3.29
P11,P8,West,Weedy Check,11/5/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P11,P8,East,New Emergence,11/5/24,Marketable,PV,1,17.8,19.1,1.3,1.3,0,0,0,0,1,0,,,1.582,1.738
P11,P8,East,New Emergence,11/5/24,Unmarketable,PV,2,21.6,32.4,0.9,1,2,0,0,0,2,0,,,2.103,2.655
P11,P8,Center,New Emergence,11/5/24,Marketable,PV,2,21.6,29.4,0.9,1,2,0,0,0,2,0,,,2.153,2.197
P11,P8,Center,New Emergence,11/5/24,Unmarketable,PV,0,,,,,,,,,,,,,,
P11,P8,West,New Emergence,11/5/24,Marketable,PV,1,9.5,18.6,1.2,1.2,1,0,0,0,1,0,,,0.803,1.246
P11,P8,West,New Emergence,11/5/24,Unmarketable,PV,1,18.3,22.3,1.1,1.1,1,0,1,0,1,0,,,1.611,1.811
P11,P8,East,Standard,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P11,P8,East,Standard,11/5/24,Unmarketable,PV,1,10,10.8,0.9,0.9,1,1,0,0,1,0,,,1.149,1.193
P11,P8,Center,Standard,11/5/24,Marketable,PV,0,,,,,,,,,,,,,,
P11,P8,Center,Standard,11/5/24,Unmarketable,PV,2,25,39.3,1.1,1.1,2,0,0,0,2,0,,,2.292,3.112
